Date,blockchain/utxo_spent_value_median
2009-09-30,0.0
2009-10-01,0.0
2009-10-02,50.0
2009-10-03,0.0
2009-10-04,0.0
2009-10-05,0.0
2009-10-06,50.0
2009-10-07,0.0
2009-10-08,0.0
2009-10-09,0.0
2009-10-10,0.0
2009-10-11,0.0
2009-10-12,50.0
2009-10-13,0.0
2009-10-14,0.0
2009-10-15,0.0
2009-10-16,50.0
2009-10-17,0.0
2009-10-18,50.0
2009-10-19,0.0
2009-10-20,50.0
2009-10-21,50.0
2009-10-22,50.0
2009-10-23,0.0
2009-10-24,50.0
2009-10-25,0.0
2009-10-26,0.0
2009-10-27,50.0
2009-10-28,0.0
2009-10-29,50.0
2009-10-30,0.0
2009-10-31,0.0
2009-11-01,0.0
2009-11-02,0.0
2009-11-03,0.0
2009-11-04,50.0
2009-11-05,0.0
2009-11-06,0.0
2009-11-07,0.0
2009-11-08,0.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-11,50.0
2009-11-12,0.0
2009-11-13,50.0
2009-11-14,0.0
2009-11-15,0.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,50.0
2009-11-20,0.0
2009-11-21,0.0
2009-11-22,0.0
2009-11-23,0.0
2009-11-24,0.0
2009-11-25,0.0
2009-11-26,0.0
2009-11-27,0.0
2009-11-28,0.0
2009-11-29,0.0
2009-11-30,0.0
2009-12-01,50.0
2009-12-02,0.0
2009-12-03,0.0
2009-12-04,0.0
2009-12-05,50.0
2009-12-06,50.0
2009-12-07,0.0
2009-12-08,50.0
2009-12-09,50.0
2009-12-10,0.0
2009-12-11,0.0
2009-12-12,50.0
2009-12-13,0.0
2009-12-14,50.0
2009-12-15,50.0
2009-12-16,50.0
2009-12-17,25.0
2009-12-18,0.0
2009-12-19,50.0
2009-12-20,0.0
2009-12-21,50.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-25,50.0
2009-12-26,0.0
2009-12-27,50.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,0.0
2010-01-01,50.0
2010-01-02,0.0
2010-01-03,0.0
2010-01-04,50.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,0.0
2010-01-08,0.0
2010-01-09,0.0
2010-01-10,0.0
2010-01-11,0.0
2010-01-12,50.0
2010-01-13,8.0
2010-01-14,50.0
2010-01-15,50.0
2010-01-16,50.0
2010-01-17,0.0
2010-01-18,50.0
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,45.74
2010-01-22,50.0
2010-01-23,2.0
2010-01-24,50.0
2010-01-25,50.0
2010-01-26,50.0
2010-01-27,50.0
2010-01-28,50.0
2010-01-29,50.0
2010-01-30,50.0
2010-01-31,50.0
2010-02-01,50.0
2010-02-02,50.0
2010-02-03,50.0
2010-02-04,50.0
2010-02-05,50.0
2010-02-06,50.0
2010-02-07,50.0
2010-02-08,50.0
2010-02-09,50.0
2010-02-10,50.0
2010-02-11,50.0
2010-02-12,50.0
2010-02-13,50.0
2010-02-14,50.0
2010-02-15,50.0
2010-02-16,50.0
2010-02-17,50.0
2010-02-18,50.0
2010-02-19,0.02
2010-02-20,50.0
2010-02-21,50.0
2010-02-22,50.0
2010-02-23,50.0
2010-02-24,50.0
2010-02-25,50.0
2010-02-26,50.0
2010-02-27,50.0
2010-02-28,50.0
2010-03-01,50.0
2010-03-02,50.0
2010-03-03,50.0
2010-03-04,50.0
2010-03-05,50.0
2010-03-06,50.0
2010-03-07,50.0
2010-03-08,50.0
2010-03-09,50.0
2010-03-10,50.0
2010-03-11,50.0
2010-03-12,50.0
2010-03-13,50.0
2010-03-14,50.0
2010-03-15,48.0
2010-03-16,50.0
2010-03-17,50.0
2010-03-18,50.0
2010-03-19,50.0
2010-03-20,50.0
2010-03-21,50.0
2010-03-22,50.0
2010-03-23,50.0
2010-03-24,50.0
2010-03-25,50.0
2010-03-26,50.0
2010-03-27,50.0
2010-03-28,50.0
2010-03-29,50.0
2010-03-30,50.0
2010-03-31,50.0
2010-04-01,50.0
2010-04-02,50.0
2010-04-03,50.0
2010-04-04,50.0
2010-04-05,50.0
2010-04-06,50.0
2010-04-07,50.0
2010-04-08,50.0
2010-04-09,50.0
2010-04-10,50.0
2010-04-11,50.0
2010-04-12,50.0
2010-04-13,50.0
2010-04-14,50.0
2010-04-15,50.0
2010-04-16,50.0
2010-04-17,50.0
2010-04-18,3.78
2010-04-19,50.0
2010-04-20,50.0
2010-04-21,50.0
2010-04-22,50.0
2010-04-23,50.0
2010-04-24,50.0
2010-04-25,50.0
2010-04-26,50.0
2010-04-27,50.0
2010-04-28,50.0
2010-04-29,50.0
2010-04-30,50.0
2010-05-01,50.0
2010-05-02,50.0
2010-05-03,50.0
2010-05-04,50.0
2010-05-05,50.0
2010-05-06,50.0
2010-05-07,50.0
2010-05-08,50.0
2010-05-09,50.0
2010-05-10,50.0
2010-05-11,50.0
2010-05-12,50.0
2010-05-13,50.0
2010-05-14,0.01
2010-05-15,0.01
2010-05-16,50.0
2010-05-17,50.0
2010-05-18,50.0
2010-05-19,50.0
2010-05-20,50.0
2010-05-21,50.0
2010-05-22,50.0
2010-05-23,50.0
2010-05-24,50.0
2010-05-25,50.0
2010-05-26,50.0
2010-05-27,50.0
2010-05-28,50.0
2010-05-29,50.0
2010-05-30,50.0
2010-05-31,50.0
2010-06-01,50.0
2010-06-02,50.0
2010-06-03,50.0
2010-06-04,50.0
2010-06-05,50.0
2010-06-06,50.0
2010-06-07,50.0
2010-06-08,50.0
2010-06-09,50.0
2010-06-10,50.0
2010-06-11,50.0
2010-06-12,50.0
2010-06-13,50.0
2010-06-14,50.0
2010-06-15,50.0
2010-06-16,50.0
2010-06-17,50.0
2010-06-18,50.0
2010-06-19,50.0
2010-06-20,50.0
2010-06-21,50.0
2010-06-22,50.0
2010-06-23,50.0
2010-06-24,50.0
2010-06-25,50.0
2010-06-26,50.0
2010-06-27,50.0
2010-06-28,50.0
2010-06-29,50.0
2010-06-30,0.01
2010-07-01,50.0
2010-07-02,50.0
2010-07-03,50.0
2010-07-04,50.0
2010-07-05,50.0
2010-07-06,50.0
2010-07-07,50.0
2010-07-08,50.0
2010-07-09,50.0
2010-07-10,50.0
2010-07-11,50.0
2010-07-12,355.0
2010-07-13,50.0
2010-07-14,27.33
2010-07-15,0.65
2010-07-16,14.65
2010-07-17,50.0
2010-07-18,50.0
2010-07-19,50.0
2010-07-20,50.0
2010-07-21,50.0
2010-07-22,17.4
2010-07-23,50.0
2010-07-24,2.5
2010-07-25,2.0
2010-07-26,50.0
2010-07-27,50.0
2010-07-28,0.05
2010-07-29,0.05
2010-07-30,12.85
2010-07-31,45.0
2010-08-01,50.0
2010-08-02,50.0
2010-08-03,18.45
2010-08-04,50.0
2010-08-05,0.07
2010-08-06,5.0
2010-08-07,50.0
2010-08-08,4.25
2010-08-09,0.01
2010-08-10,50.0
2010-08-11,50.0
2010-08-12,50.0
2010-08-13,46.0
2010-08-14,0.5
2010-08-15,50.0
2010-08-16,50.0
2010-08-17,50.0
2010-08-18,0.01
2010-08-19,50.0
2010-08-20,50.0
2010-08-21,50.0
2010-08-22,50.0
2010-08-23,50.0
2010-08-24,0.01
2010-08-25,50.0
2010-08-26,5.0
2010-08-27,50.0
2010-08-28,9.909999
2010-08-29,50.0
2010-08-30,28.0
2010-08-31,43.91
2010-09-01,0.15
2010-09-02,50.0
2010-09-03,50.0
2010-09-04,50.0
2010-09-05,50.0
2010-09-06,50.0
2010-09-07,50.0
2010-09-08,2.1
2010-09-09,50.0
2010-09-10,4.8
2010-09-11,3.6
2010-09-12,50.0
2010-09-13,50.0
2010-09-14,50.0
2010-09-15,34.81
2010-09-16,50.0
2010-09-17,50.0
2010-09-18,50.0
2010-09-19,50.0
2010-09-20,45.0
2010-09-21,1.0
2010-09-22,0.57
2010-09-23,35.8
2010-09-24,30.0
2010-09-25,1.0
2010-09-26,43.82
2010-09-27,50.0
2010-09-28,50.0
2010-09-29,35.0
2010-09-30,26.46
2010-10-01,10.91776615
2010-10-02,0.5
2010-10-03,50.0
2010-10-04,50.0
2010-10-05,50.0
2010-10-06,50.0
2010-10-07,50.0
2010-10-08,50.0
2010-10-09,50.0
2010-10-10,50.0
2010-10-11,50.0
2010-10-12,50.0
2010-10-13,50.0
2010-10-14,50.0
2010-10-15,50.0
2010-10-16,50.0
2010-10-17,50.0
2010-10-18,50.0
2010-10-19,8.0
2010-10-20,5.6
2010-10-21,50.0
2010-10-22,1.44
2010-10-23,15.0
2010-10-24,19.98
2010-10-25,50.0
2010-10-26,50.0
2010-10-27,50.0
2010-10-28,50.0
2010-10-29,10.0
2010-10-30,50.0
2010-10-31,50.0
2010-11-01,50.0
2010-11-02,50.0
2010-11-03,50.0
2010-11-04,50.0
2010-11-05,50.0
2010-11-06,50.0
2010-11-07,50.0
2010-11-08,50.0
2010-11-09,50.0
2010-11-10,50.0
2010-11-11,50.0
2010-11-12,50.0
2010-11-13,50.0
2010-11-14,50.0
2010-11-15,1.25
2010-11-16,50.0
2010-11-17,50.0
2010-11-18,0.06
2010-11-19,0.01
2010-11-20,0.01
2010-11-21,0.01
2010-11-22,50.0
2010-11-23,50.0
2010-11-24,0.01
2010-11-25,0.02
2010-11-26,5.0
2010-11-27,10.0
2010-11-28,14.34
2010-11-29,50.0
2010-11-30,34.06
2010-12-01,50.0
2010-12-02,50.0
2010-12-03,50.0
2010-12-04,50.0
2010-12-05,40.0
2010-12-06,7.42
2010-12-07,50.0
2010-12-08,20.0
2010-12-09,30.79
2010-12-10,25.49
2010-12-11,22.39
2010-12-12,12.0
2010-12-13,50.0
2010-12-14,50.0
2010-12-15,50.0
2010-12-16,50.0
2010-12-17,0.05
2010-12-18,50.0
2010-12-19,50.0
2010-12-20,21.16
2010-12-21,40.0
2010-12-22,50.0
2010-12-23,10.06
2010-12-24,35.86
2010-12-25,190.0
2010-12-26,50.0
2010-12-27,50.0
2010-12-28,27.34
2010-12-29,50.0
2010-12-30,46.44
2010-12-31,23.7
2011-01-01,26.54
2011-01-02,45.43
2011-01-03,0.05
2011-01-04,0.66
2011-01-05,1.3
2011-01-06,4.35
2011-01-07,13.73
2011-01-08,2.0
2011-01-09,2.6
2011-01-10,0.92
2011-01-11,2.34
2011-01-12,1.67
2011-01-13,20.15
2011-01-14,20.0
2011-01-15,9.99
2011-01-16,8.0
2011-01-17,20.94
2011-01-18,13.32
2011-01-19,20.0
2011-01-20,7.7
2011-01-21,4.99
2011-01-22,1.0
2011-01-23,9.0
2011-01-24,1.26
2011-01-25,31.31
2011-01-26,28.26
2011-01-27,38.82
2011-01-28,7.36
2011-01-29,1.99
2011-01-30,6.0
2011-01-31,14.0
2011-02-01,18.42
2011-02-02,15.47
2011-02-03,14.96
2011-02-04,39.38
2011-02-05,43.89
2011-02-06,20.48112588
2011-02-07,40.68
2011-02-08,24.97
2011-02-09,39.01
2011-02-10,20.25
2011-02-11,50.0
2011-02-12,30.15
2011-02-13,39.0
2011-02-14,5.61
2011-02-15,4.0
2011-02-16,3.4
2011-02-17,9.98
2011-02-18,7.14
2011-02-19,24.0
2011-02-20,40.77
2011-02-21,42.08
2011-02-22,30.66
2011-02-23,25.91
2011-02-24,19.52
2011-02-25,22.41
2011-02-26,38.32
2011-02-27,8.5
2011-02-28,5.18
2011-03-01,7.46
2011-03-02,5.0
2011-03-03,6.38
2011-03-04,2.96
2011-03-05,1.04
2011-03-06,17.47
2011-03-07,14.73
2011-03-08,7.11
2011-03-09,18.76
2011-03-10,10.0
2011-03-11,6.22
2011-03-12,1.02
2011-03-13,1.16
2011-03-14,4.28
2011-03-15,1.07
2011-03-16,1.06
2011-03-17,1.04
2011-03-18,5.85
2011-03-19,1.1
2011-03-20,1.78
2011-03-21,0.03
2011-03-22,25.57
2011-03-23,10.0
2011-03-24,10.0
2011-03-25,17.16
2011-03-26,7.98
2011-03-27,2.13
2011-03-28,2.32
2011-03-29,5.1
2011-03-30,8.09
2011-03-31,8.95
2011-04-01,3.38
2011-04-02,7.79
2011-04-03,7.44
2011-04-04,14.81
2011-04-05,7.961
2011-04-06,8.73
2011-04-07,5.44
2011-04-08,4.8
2011-04-09,6.0
2011-04-10,3.76
2011-04-11,4.66
2011-04-12,6.18
2011-04-13,5.0
2011-04-14,5.77
2011-04-15,2.12
2011-04-16,1.03
2011-04-17,2.64
2011-04-18,1.24
2011-04-19,11.22
2011-04-20,1.16
2011-04-21,6.0
2011-04-22,5.27
2011-04-23,5.1
2011-04-24,1.75
2011-04-25,1.1
2011-04-26,6.64
2011-04-27,1.83
2011-04-28,3.19
2011-04-29,5.0
2011-04-30,2.89
2011-05-01,2.38
2011-05-02,4.5
2011-05-03,5.24
2011-05-04,7.0
2011-05-05,2.36
2011-05-06,3.15
2011-05-07,6.86
2011-05-08,2.0
2011-05-09,2.41
2011-05-10,2.56
2011-05-11,3.24
2011-05-12,1.86
2011-05-13,1.49
2011-05-14,1.86
2011-05-15,1.2
2011-05-16,2.03
2011-05-17,2.17
2011-05-18,1.33
2011-05-19,1.56870971
2011-05-20,2.39
2011-05-21,3.79
2011-05-22,2.11
2011-05-23,1.65
2011-05-24,2.5
2011-05-25,1.90782119
2011-05-26,1.65186886
2011-05-27,2.1
2011-05-28,3.0
2011-05-29,2.09
2011-05-30,2.31
2011-05-31,1.95
2011-06-01,2.0
2011-06-02,1.69
2011-06-03,1.08
2011-06-04,1.46
2011-06-05,2.2
2011-06-06,1.15
2011-06-07,1.53
2011-06-08,1.0
2011-06-09,1.15178139
2011-06-10,1.35
2011-06-11,2.3705
2011-06-12,1.31
2011-06-13,1.38
2011-06-14,2.04
2011-06-15,1.07272315
2011-06-16,1.77
2011-06-17,1.16
2011-06-18,1.05
2011-06-19,1.66
2011-06-20,1.76456511
2011-06-21,1.02
2011-06-22,1.9
2011-06-23,1.3105
2011-06-24,1.33
2011-06-25,1.0
2011-06-26,1.01
2011-06-27,1.0
2011-06-28,1.03
2011-06-29,1.1
2011-06-30,1.08
2011-07-01,1.0
2011-07-02,1.2
2011-07-03,1.07
2011-07-04,1.06
2011-07-05,1.11
2011-07-06,1.0
2011-07-07,1.01
2011-07-08,1.04
2011-07-09,1.02
2011-07-10,1.001
2011-07-11,1.0
2011-07-12,1.0975521
2011-07-13,1.38092708
2011-07-14,1.17
2011-07-15,2.0
2011-07-16,1.0
2011-07-17,1.0
2011-07-18,1.01
2011-07-19,1.04
2011-07-20,1.04
2011-07-21,1.06060834
2011-07-22,1.21524282
2011-07-23,1.09
2011-07-24,1.37460605
2011-07-25,1.04
2011-07-26,1.10820745
2011-07-27,1.09724618
2011-07-28,3.4
2011-07-29,1.5
2011-07-30,2.0
2011-07-31,1.25
2011-08-01,1.06
2011-08-02,1.01
2011-08-03,1.15
2011-08-04,1.02
2011-08-05,1.166
2011-08-06,1.04
2011-08-07,1.99
2011-08-08,1.48
2011-08-09,1.02
2011-08-10,1.07
2011-08-11,1.12
2011-08-12,1.09870233
2011-08-13,1.0
2011-08-14,1.00370826
2011-08-15,0.60758182
2011-08-16,0.59
2011-08-17,1.01
2011-08-18,1.15
2011-08-19,1.01
2011-08-20,1.07
2011-08-21,1.01
2011-08-22,1.07
2011-08-23,1.28467529
2011-08-24,1.3
2011-08-25,1.65
2011-08-26,1.6995
2011-08-27,1.01
2011-08-28,1.29
2011-08-29,0.89918557
2011-08-30,1.01
2011-08-31,1.7831
2011-09-01,1.60666644
2011-09-02,1.44909143
2011-09-03,1.15538921
2011-09-04,1.0
2011-09-05,1.62
2011-09-06,1.5895
2011-09-07,1.52906
2011-09-08,1.227715
2011-09-09,1.06
2011-09-10,1.0
2011-09-11,1.03127462
2011-09-12,1.2961
2011-09-13,1.48
2011-09-14,1.62
2011-09-15,1.39562842
2011-09-16,1.699
2011-09-17,1.9995
2011-09-18,1.8
2011-09-19,1.0
2011-09-20,0.8228
2011-09-21,0.498
2011-09-22,1.1
2011-09-23,2.49275599
2011-09-24,1.06208356
2011-09-25,1.21277308
2011-09-26,2.0
2011-09-27,2.01
2011-09-28,1.17
2011-09-29,1.8514958
2011-09-30,1.8
2011-10-01,2.14
2011-10-02,1.57911284
2011-10-03,1.782
2011-10-04,2.0
2011-10-05,1.8562
2011-10-06,2.02138802
2011-10-07,1.9
2011-10-08,1.640045
2011-10-09,1.35375202
2011-10-10,1.4630544
2011-10-11,1.04583866
2011-10-12,1.33
2011-10-13,1.58181162
2011-10-14,2.284
2011-10-15,2.0
2011-10-16,2.0386562
2011-10-17,1.86
2011-10-18,2.0
2011-10-19,2.503
2011-10-20,2.52686909
2011-10-21,4.28577736
2011-10-22,2.18
2011-10-23,3.3328316
2011-10-24,2.64030776
2011-10-25,2.38
2011-10-26,2.1168
2011-10-27,2.58
2011-10-28,2.36787149
2011-10-29,2.0
2011-10-30,1.8054436
2011-10-31,2.02
2011-11-01,2.73229894
2011-11-02,3.2872322
2011-11-03,4.0
2011-11-04,2.0
2011-11-05,1.48
2011-11-06,3.02845249
2011-11-07,1.36
2011-11-08,1.99973244
2011-11-09,1.81881951
2011-11-10,1.23606623
2011-11-11,1.80248842
2011-11-12,2.03
2011-11-13,2.02
2011-11-14,2.21
2011-11-15,2.05323586
2011-11-16,2.0
2011-11-17,3.11435847
2011-11-18,2.39
2011-11-19,2.746
2011-11-20,1.02689453
2011-11-21,2.37172115
2011-11-22,2.4499214
2011-11-23,3.08025018
2011-11-24,2.0
2011-11-25,2.86436192
2011-11-26,2.05
2011-11-27,1.904122
2011-11-28,1.8795
2011-11-29,1.57414819
2011-11-30,1.06
2011-12-01,1.49729802
2011-12-02,2.04
2011-12-03,1.3992
2011-12-04,2.12654322
2011-12-05,1.68
2011-12-06,1.01
2011-12-07,1.67712
2011-12-08,1.0437394
2011-12-09,2.51704154
2011-12-10,2.5395
2011-12-11,1.03365856
2011-12-12,1.134838
2011-12-13,1.2905
2011-12-14,2.07
2011-12-15,3.93
2011-12-16,1.97012065
2011-12-17,1.871
2011-12-18,1.57055525
2011-12-19,1.72
2011-12-20,1.10312051
2011-12-21,2.01197834
2011-12-22,1.76868199
2011-12-23,1.876
2011-12-24,1.61
2011-12-25,1.4
2011-12-26,1.25047858
2011-12-27,1.08506483
2011-12-28,1.95
2011-12-29,2.0295
2011-12-30,1.82
2011-12-31,1.11300184
2012-01-01,1.09392196
2012-01-02,1.01203203
2012-01-03,1.01374677
2012-01-04,1.06664182
2012-01-05,1.03
2012-01-06,1.12783732
2012-01-07,1.00259825
2012-01-08,1.11
2012-01-09,1.20756299
2012-01-10,0.5366
2012-01-11,0.28
2012-01-12,1.06
2012-01-13,1.61
2012-01-14,1.28685681
2012-01-15,1.0
2012-01-16,1.00627091
2012-01-17,1.2038
2012-01-18,1.35566847
2012-01-19,1.52432043
2012-01-20,1.16498251
2012-01-21,1.08
2012-01-22,2.0
2012-01-23,1.266486
2012-01-24,1.06
2012-01-25,1.02
2012-01-26,1.22315458
2012-01-27,1.04
2012-01-28,1.62446676
2012-01-29,1.03
2012-01-30,1.783
2012-01-31,1.18335462
2012-02-01,1.41
2012-02-02,1.04
2012-02-03,1.3
2012-02-04,1.26929195
2012-02-05,1.28
2012-02-06,1.87
2012-02-07,1.65399009
2012-02-08,1.6038
2012-02-09,1.0
2012-02-10,0.79
2012-02-11,1.0
2012-02-12,1.137
2012-02-13,1.05642525
2012-02-14,0.77440419
2012-02-15,0.48
2012-02-16,0.39777561
2012-02-17,1.8514
2012-02-18,1.77
2012-02-19,1.51997884
2012-02-20,1.4222
2012-02-21,1.12951332
2012-02-22,2.02968341
2012-02-23,1.02
2012-02-24,1.5142075
2012-02-25,2.7
2012-02-26,1.07168663
2012-02-27,1.493202
2012-02-28,1.41010618
2012-02-29,1.37935
2012-03-01,1.0
2012-03-02,1.28
2012-03-03,1.49460002
2012-03-04,1.24406859
2012-03-05,1.140496
2012-03-06,1.00745321
2012-03-07,1.36
2012-03-08,1.12725473
2012-03-09,1.25738242
2012-03-10,0.87
2012-03-11,1.05129089
2012-03-12,1.11545922
2012-03-13,0.8811301
2012-03-14,1.0
2012-03-15,1.23553426
2012-03-16,1.4850491
2012-03-17,1.10590397
2012-03-18,1.11
2012-03-19,1.54327069
2012-03-20,1.38
2012-03-21,1.61372638
2012-03-22,1.38
2012-03-23,1.46354146
2012-03-24,1.58
2012-03-25,2.0404831
2012-03-26,1.01477359
2012-03-27,1.32
2012-03-28,1.2
2012-03-29,1.57
2012-03-30,1.79846133
2012-03-31,1.48877414
2012-04-01,1.439
2012-04-02,1.43622
2012-04-03,1.01605096
2012-04-04,1.91937
2012-04-05,1.0
2012-04-06,1.48
2012-04-07,1.48797
2012-04-08,1.07
2012-04-09,1.51278057
2012-04-10,1.0
2012-04-11,1.79511139
2012-04-12,1.4205
2012-04-13,1.84550432
2012-04-14,1.13
2012-04-15,1.0
2012-04-16,1.36179
2012-04-17,1.31498884
2012-04-18,1.03334447
2012-04-19,1.67
2012-04-20,1.1507
2012-04-21,1.02
2012-04-22,1.01
2012-04-23,1.12700097
2012-04-24,1.43258182
2012-04-25,1.05625654
2012-04-26,1.07865929
2012-04-27,1.02298784
2012-04-28,1.0
2012-04-29,0.8125
2012-04-30,1.0
2012-05-01,0.54000216
2012-05-02,0.79
2012-05-03,0.57204855
2012-05-04,0.5
2012-05-05,0.49745533
2012-05-06,0.95732276
2012-05-07,0.48997812
2012-05-08,0.5
2012-05-09,0.5
2012-05-10,0.57129309
2012-05-11,0.25059715
2012-05-12,0.22455
2012-05-13,0.30633819
2012-05-14,0.1386
2012-05-15,0.25
2012-05-16,0.2108304
2012-05-17,0.19534688
2012-05-18,0.094606
2012-05-19,0.08
2012-05-20,0.10445803
2012-05-21,0.1
2012-05-22,0.27314721
2012-05-23,0.21849291
2012-05-24,0.202112
2012-05-25,0.14
2012-05-26,0.08549017
