Date,indicators/sol_1w_1m
2009-08-20,"0,0"
2009-08-21,"0,0"
2009-08-22,"0,0"
2009-08-23,"0,0"
2009-08-24,"0,0"
2009-08-25,"0,0"
2009-08-26,"46,0"
2009-08-27,"0,0"
2009-08-28,"0,0"
2009-08-29,"0,0"
2009-08-30,"0,0"
2009-08-31,"0,0"
2009-09-01,"0,0"
2009-09-02,"0,0"
2009-09-03,"0,0"
2009-09-04,"0,0"
2009-09-05,"0,0"
2009-09-06,"0,0"
2009-09-07,"0,0"
2009-09-08,"0,0"
2009-09-09,"0,0"
2009-09-10,"0,0"
2009-09-11,"0,0"
2009-09-12,"0,0"
2009-09-13,"0,0"
2009-09-14,"0,0"
2009-09-15,"0,0"
2009-09-16,"1,0"
2009-09-17,"77,0"
2009-09-18,"0,0"
2009-09-19,"0,0"
2009-09-20,"0,0"
2009-09-21,"8,0"
2009-09-22,"15,0"
2009-09-23,"0,0"
2009-09-24,"0,0"
2009-09-25,"0,0"
2009-09-26,"0,0"
2009-09-27,"0,0"
2009-09-28,"0,0"
2009-09-29,"1,0"
2009-09-30,"0,0"
2009-10-01,"0,0"
2009-10-02,"0,0"
2009-10-03,"0,0"
2009-10-04,"0,0"
2009-10-05,"0,0"
2009-10-06,"0,0"
2009-10-07,"0,0"
2009-10-08,"0,0"
2009-10-09,"0,0"
2009-10-10,"0,0"
2009-10-11,"0,0"
2009-10-12,"16,0"
2009-10-13,"0,0"
2009-10-14,"0,0"
2009-10-15,"0,0"
2009-10-16,"40,0"
2009-10-17,"0,0"
2009-10-18,"0,0"
2009-10-19,"0,0"
2009-10-20,"75,0"
2009-10-21,"14,0"
2009-10-22,"0,0"
2009-10-23,"0,0"
2009-10-24,"0,0"
2009-10-25,"0,0"
2009-10-26,"0,0"
2009-10-27,"0,0"
2009-10-28,"0,0"
2009-10-29,"11,0"
2009-10-30,"0,0"
2009-10-31,"0,0"
2009-11-01,"0,0"
2009-11-02,"0,0"
2009-11-03,"0,0"
2009-11-04,"14,0"
2009-11-05,"0,0"
2009-11-06,"0,0"
2009-11-07,"0,0"
2009-11-08,"0,0"
2009-11-09,"0,0"
2009-11-10,"0,0"
2009-11-11,"11,0"
2009-11-12,"0,0"
2009-11-13,"0,0"
2009-11-14,"0,0"
2009-11-15,"0,0"
2009-11-16,"0,0"
2009-11-17,"0,0"
2009-11-18,"0,0"
2009-11-19,"14,0"
2009-11-20,"0,0"
2009-11-21,"0,0"
2009-11-22,"0,0"
2009-11-23,"0,0"
2009-11-24,"0,0"
2009-11-25,"0,0"
2009-11-26,"0,0"
2009-11-27,"0,0"
2009-11-28,"0,0"
2009-11-29,"0,0"
2009-11-30,"0,0"
2009-12-01,"11,0"
2009-12-02,"0,0"
2009-12-03,"0,0"
2009-12-04,"0,0"
2009-12-05,"12,0"
2009-12-06,"0,0"
2009-12-07,"0,0"
2009-12-08,"0,0"
2009-12-09,"0,0"
2009-12-10,"0,0"
2009-12-11,"0,0"
2009-12-12,"0,0"
2009-12-13,"0,0"
2009-12-14,"232,0"
2009-12-15,"0,0"
2009-12-16,"0,0"
2009-12-17,"0,0"
2009-12-18,"0,0"
2009-12-19,"0,0"
2009-12-20,"0,0"
2009-12-21,"0,0"
2009-12-22,"0,0"
2009-12-23,"0,0"
2009-12-24,"0,0"
2009-12-25,"0,0"
2009-12-26,"0,0"
2009-12-27,"1,0"
2009-12-28,"0,0"
2009-12-29,"0,0"
2009-12-30,"0,0"
2009-12-31,"0,0"
2010-01-01,"0,0"
2010-01-02,"0,0"
2010-01-03,"0,0"
2010-01-04,"79,0"
2010-01-05,"0,0"
2010-01-06,"0,0"
2010-01-07,"0,0"
2010-01-08,"0,0"
2010-01-09,"0,0"
2010-01-10,"0,0"
2010-01-11,"0,0"
2010-01-12,"24,0"
2010-01-13,"1,0"
2010-01-14,"7,0"
2010-01-15,"0,0"
2010-01-16,"0,0"
2010-01-17,"0,0"
2010-01-18,"0,0"
2010-01-19,"0,0"
2010-01-20,"0,0"
2010-01-21,"0,0"
2010-01-22,"0,0"
2010-01-23,"0,0"
2010-01-24,"0,0"
2010-01-25,"0,0"
2010-01-26,"0,0"
2010-01-27,"0,0"
2010-01-28,"0,0"
2010-01-29,"1,0"
2010-01-30,"0,0"
2010-01-31,"0,0"
2010-02-01,"0,0"
2010-02-02,"0,0"
2010-02-03,"0,0"
2010-02-04,"1,0"
2010-02-05,"168,0"
2010-02-06,"0,0"
2010-02-07,"1,0"
2010-02-08,"17,0"
2010-02-09,"71,0"
2010-02-10,"273,0"
2010-02-11,"3,0"
2010-02-12,"0,0"
2010-02-13,"30,0"
2010-02-14,"0,0"
2010-02-15,"5,0"
2010-02-16,"1,0"
2010-02-17,"12,0"
2010-02-18,"3,0"
2010-02-19,"0,0"
2010-02-20,"0,0"
2010-02-21,"7,0"
2010-02-22,"170,0"
2010-02-23,"0,0"
2010-02-24,"64,0"
2010-02-25,"2,0"
2010-02-26,"2,0"
2010-02-27,"4,0"
2010-02-28,"99,0"
2010-03-01,"4,0"
2010-03-02,"4,0"
2010-03-03,"6,0"
2010-03-04,"58,0"
2010-03-05,"2,0"
2010-03-06,"52,0"
2010-03-07,"27,0"
2010-03-08,"18,0"
2010-03-09,"47,0"
2010-03-10,"11,0"
2010-03-11,"22,0"
2010-03-12,"2,0"
2010-03-13,"30,0"
2010-03-14,"0,0"
2010-03-15,"1,0"
2010-03-16,"3,0"
2010-03-17,"1,0"
2010-03-18,"50,0"
2010-03-19,"77,0"
2010-03-20,"33,0"
2010-03-21,"0,0"
2010-03-22,"7,0"
2010-03-23,"7,0"
2010-03-24,"10,0"
2010-03-25,"197,0"
2010-03-26,"5,0"
2010-03-27,"3,0"
2010-03-28,"1,0"
2010-03-29,"9,0"
2010-03-30,"1,0"
2010-03-31,"6,0"
2010-04-01,"1,0"
2010-04-02,"0,0"
2010-04-03,"5,0"
2010-04-04,"5,0"
2010-04-05,"44,0"
2010-04-06,"20,0"
2010-04-07,"10,0"
2010-04-08,"16,0"
2010-04-09,"61,0"
2010-04-10,"13,0"
2010-04-11,"4,0"
2010-04-12,"24,0"
2010-04-13,"0,0"
2010-04-14,"16,0"
2010-04-15,"3,0"
2010-04-16,"61,0"
2010-04-17,"11,0"
2010-04-18,"34,0"
2010-04-19,"162,0"
2010-04-20,"49,0"
2010-04-21,"73,0"
2010-04-22,"3,0"
2010-04-23,"1,0"
2010-04-24,"44,0"
2010-04-25,"40,0"
2010-04-26,"13,0"
2010-04-27,"8,0"
2010-04-28,"35,0"
2010-04-29,"7,0"
2010-04-30,"8,0"
2010-05-01,"9,0"
2010-05-02,"2,0"
2010-05-03,"33,0"
2010-05-04,"85,0"
2010-05-05,"67,0"
2010-05-06,"92,0"
2010-05-07,"16,0"
2010-05-08,"124,0"
2010-05-09,"32,0"
2010-05-10,"68,0"
2010-05-11,"3,0"
2010-05-12,"25,0"
2010-05-13,"15,0"
2010-05-14,"852,0"
2010-05-15,"976,0"
2010-05-16,"11,0"
2010-05-17,"48,0"
2010-05-18,"2,0"
2010-05-19,"12,0"
2010-05-20,"2,0"
2010-05-21,"41,0"
2010-05-22,"29,0"
2010-05-23,"6,0"
2010-05-24,"1,0"
2010-05-25,"5,0"
2010-05-26,"33,0"
2010-05-27,"23,0"
2010-05-28,"5,0"
2010-05-29,"3,0"
2010-05-30,"2,0"
2010-05-31,"16,0"
2010-06-01,"4,0"
2010-06-02,"13,0"
2010-06-03,"68,0"
2010-06-04,"7,0"
2010-06-05,"14,0"
2010-06-06,"12,0"
2010-06-07,"93,0"
2010-06-08,"9,0"
2010-06-09,"17,0"
2010-06-10,"7,0"
2010-06-11,"13,0"
2010-06-12,"4,0"
2010-06-13,"5,0"
2010-06-14,"4,0"
2010-06-15,"12,0"
2010-06-16,"47,0"
2010-06-17,"8,0"
2010-06-18,"7,0"
2010-06-19,"46,0"
2010-06-20,"8,0"
2010-06-21,"5,0"
2010-06-22,"14,0"
2010-06-23,"4,0"
2010-06-24,"40,0"
2010-06-25,"6,0"
2010-06-26,"1,0"
2010-06-27,"1,0"
2010-06-28,"1,0"
2010-06-29,"14,0"
2010-06-30,"65,0"
2010-07-01,"24,0"
2010-07-02,"25,0"
2010-07-03,"33,0"
2010-07-04,"60,0"
2010-07-05,"33,0"
2010-07-06,"2,0"
2010-07-07,"66,0"
2010-07-08,"18,0"
2010-07-09,"2,0"
2010-07-10,"69,0"
2010-07-11,"10,0"
2010-07-12,"40,0"
2010-07-13,"17,0"
2010-07-14,"24,0"
2010-07-15,"89,0"
2010-07-16,"18,0"
2010-07-17,"55,0"
2010-07-18,"39,0"
2010-07-19,"30,0"
2010-07-20,"47,0"
2010-07-21,"47,0"
2010-07-22,"24,0"
2010-07-23,"32,0"
2010-07-24,"34,0"
2010-07-25,"80,0"
2010-07-26,"260,0"
2010-07-27,"26,0"
2010-07-28,"504,0"
2010-07-29,"32,0"
2010-07-30,"163,0"
2010-07-31,"104,0"
2010-08-01,"42,0"
2010-08-02,"42,0"
2010-08-03,"94,0"
2010-08-04,"27,0"
2010-08-05,"44,0"
2010-08-06,"94,0"
2010-08-07,"125,0"
2010-08-08,"13,0"
2010-08-09,"981,0"
2010-08-10,"61,0"
2010-08-11,"51,0"
2010-08-12,"46,0"
2010-08-13,"70,0"
2010-08-14,"14,0"
2010-08-15,"11,0"
2010-08-16,"73,0"
2010-08-17,"38,0"
2010-08-18,"50,0"
2010-08-19,"25,0"
2010-08-20,"31,0"
2010-08-21,"16,0"
2010-08-22,"13,0"
2010-08-23,"11,0"
2010-08-24,"26,0"
2010-08-25,"16,0"
2010-08-26,"93,0"
2010-08-27,"27,0"
2010-08-28,"66,0"
2010-08-29,"18,0"
2010-08-30,"48,0"
2010-08-31,"108,0"
2010-09-01,"39,0"
2010-09-02,"48,0"
2010-09-03,"33,0"
2010-09-04,"22,0"
2010-09-05,"27,0"
2010-09-06,"34,0"
2010-09-07,"17,0"
2010-09-08,"33,0"
2010-09-09,"48,0"
2010-09-10,"29,0"
2010-09-11,"59,0"
2010-09-12,"54,0"
2010-09-13,"38,0"
2010-09-14,"65,0"
2010-09-15,"39,0"
2010-09-16,"30,0"
2010-09-17,"9,0"
2010-09-18,"13,0"
2010-09-19,"22,0"
2010-09-20,"51,0"
2010-09-21,"76,0"
2010-09-22,"28,0"
2010-09-23,"84,0"
2010-09-24,"26,0"
2010-09-25,"34,0"
2010-09-26,"33,0"
2010-09-27,"31,0"
2010-09-28,"34,0"
2010-09-29,"69,0"
2010-09-30,"28,0"
2010-10-01,"52,0"
2010-10-02,"46,0"
2010-10-03,"27,0"
2010-10-04,"49,0"
2010-10-05,"46,0"
2010-10-06,"39,0"
2010-10-07,"26,0"
2010-10-08,"58,0"
2010-10-09,"54,0"
2010-10-10,"29,0"
2010-10-11,"44,0"
2010-10-12,"32,0"
2010-10-13,"109,0"
2010-10-14,"24,0"
2010-10-15,"21,0"
2010-10-16,"11,0"
2010-10-17,"40,0"
2010-10-18,"39,0"
2010-10-19,"25,0"
2010-10-20,"26,0"
2010-10-21,"49,0"
2010-10-22,"17,0"
2010-10-23,"24,0"
2010-10-24,"52,0"
2010-10-25,"22,0"
2010-10-26,"46,0"
2010-10-27,"58,0"
2010-10-28,"62,0"
2010-10-29,"57,0"
2010-10-30,"39,0"
2010-10-31,"41,0"
2010-11-01,"33,0"
2010-11-02,"10,0"
2010-11-03,"35,0"
2010-11-04,"52,0"
2010-11-05,"115,0"
2010-11-06,"53,0"
2010-11-07,"49,0"
2010-11-08,"524,0"
2010-11-09,"50,0"
2010-11-10,"34,0"
2010-11-11,"24,0"
2010-11-12,"31,0"
2010-11-13,"30,0"
2010-11-14,"66,0"
2010-11-15,"31,0"
2010-11-16,"41,0"
2010-11-17,"36,0"
2010-11-18,"27,0"
2010-11-19,"27,0"
2010-11-20,"48,0"
2010-11-21,"34,0"
2010-11-22,"38,0"
2010-11-23,"64,0"
2010-11-24,"3153,0"
2010-11-25,"335,0"
2010-11-26,"31,0"
2010-11-27,"56,0"
2010-11-28,"42,0"
2010-11-29,"54,0"
2010-11-30,"49,0"
2010-12-01,"153,0"
2010-12-02,"25,0"
2010-12-03,"146,0"
2010-12-04,"76,0"
2010-12-05,"31,0"
2010-12-06,"36,0"
2010-12-07,"56,0"
2010-12-08,"31,0"
2010-12-09,"59,0"
2010-12-10,"26,0"
2010-12-11,"70,0"
2010-12-12,"74,0"
2010-12-13,"253,0"
2010-12-14,"29,0"
2010-12-15,"41,0"
2010-12-16,"69,0"
2010-12-17,"249,0"
2010-12-18,"46,0"
2010-12-19,"233,0"
2010-12-20,"56,0"
2010-12-21,"59,0"
2010-12-22,"81,0"
2010-12-23,"33,0"
2010-12-24,"29,0"
2010-12-25,"31,0"
2010-12-26,"33,0"
2010-12-27,"171,0"
2010-12-28,"60,0"
2010-12-29,"93,0"
2010-12-30,"71,0"
2010-12-31,"53,0"
2011-01-01,"51,0"
2011-01-02,"77,0"
2011-01-03,"561,0"
2011-01-04,"25,0"
2011-01-05,"195,0"
2011-01-06,"84,0"
2011-01-07,"59,0"
2011-01-08,"56,0"
2011-01-09,"79,0"
2011-01-10,"89,0"
2011-01-11,"108,0"
2011-01-12,"117,0"
2011-01-13,"235,0"
2011-01-14,"246,0"
2011-01-15,"118,0"
2011-01-16,"64,0"
2011-01-17,"46,0"
2011-01-18,"150,0"
2011-01-19,"50,0"
2011-01-20,"72,0"
2011-01-21,"204,0"
2011-01-22,"273,0"
2011-01-23,"207,0"
2011-01-24,"90,0"
2011-01-25,"72,0"
2011-01-26,"55,0"
2011-01-27,"149,0"
2011-01-28,"49,0"
2011-01-29,"186,0"
2011-01-30,"120,0"
2011-01-31,"209,0"
2011-02-01,"544,0"
2011-02-02,"125,0"
2011-02-03,"49,0"
2011-02-04,"105,0"
2011-02-05,"128,0"
2011-02-06,"113,0"
2011-02-07,"54,0"
2011-02-08,"70,0"
2011-02-09,"142,0"
2011-02-10,"430,0"
2011-02-11,"137,0"
2011-02-12,"231,0"
2011-02-13,"206,0"
2011-02-14,"295,0"
2011-02-15,"87,0"
2011-02-16,"161,0"
2011-02-17,"105,0"
2011-02-18,"282,0"
2011-02-19,"82,0"
2011-02-20,"121,0"
2011-02-21,"109,0"
2011-02-22,"215,0"
2011-02-23,"316,0"
2011-02-24,"220,0"
2011-02-25,"210,0"
2011-02-26,"176,0"
2011-02-27,"199,0"
2011-02-28,"281,0"
2011-03-01,"303,0"
2011-03-02,"165,0"
2011-03-03,"260,0"
2011-03-04,"373,0"
2011-03-05,"535,0"
2011-03-06,"176,0"
2011-03-07,"186,0"
2011-03-08,"117,0"
2011-03-09,"240,0"
2011-03-10,"115,0"
2011-03-11,"246,0"
2011-03-12,"145,0"
2011-03-13,"154,0"
2011-03-14,"524,0"
2011-03-15,"116,0"
2011-03-16,"337,0"
2011-03-17,"156,0"
2011-03-18,"258,0"
2011-03-19,"176,0"
2011-03-20,"336,0"
2011-03-21,"141,0"
2011-03-22,"186,0"
2011-03-23,"421,0"
2011-03-24,"311,0"
2011-03-25,"303,0"
2011-03-26,"245,0"
2011-03-27,"206,0"
2011-03-28,"175,0"
2011-03-29,"212,0"
2011-03-30,"234,0"
2011-03-31,"188,0"
2011-04-01,"310,0"
2011-04-02,"232,0"
2011-04-03,"203,0"
2011-04-04,"319,0"
2011-04-05,"289,0"
2011-04-06,"196,0"
2011-04-07,"242,0"
2011-04-08,"388,0"
2011-04-09,"230,0"
2011-04-10,"379,0"
2011-04-11,"513,0"
2011-04-12,"823,0"
2011-04-13,"675,0"
2011-04-14,"426,0"
2011-04-15,"973,0"
2011-04-16,"538,0"
2011-04-17,"359,0"
2011-04-18,"487,0"
2011-04-19,"443,0"
2011-04-20,"1481,0"
2011-04-21,"245,0"
2011-04-22,"299,0"
2011-04-23,"581,0"
2011-04-24,"506,0"
2011-04-25,"1036,0"
2011-04-26,"518,0"
2011-04-27,"513,0"
2011-04-28,"570,0"
2011-04-29,"415,0"
2011-04-30,"903,0"
2011-05-01,"788,0"
2011-05-02,"468,0"
2011-05-03,"471,0"
2011-05-04,"483,0"
2011-05-05,"492,0"
2011-05-06,"524,0"
2011-05-07,"278,0"
2011-05-08,"384,0"
2011-05-09,"594,0"
2011-05-10,"787,0"
2011-05-11,"752,0"
2011-05-12,"657,0"
2011-05-13,"1039,0"
2011-05-14,"856,0"
2011-05-15,"814,0"
2011-05-16,"789,0"
2011-05-17,"813,0"
2011-05-18,"830,0"
2011-05-19,"451,0"
2011-05-20,"807,0"
2011-05-21,"794,0"
2011-05-22,"558,0"
2011-05-23,"735,0"
2011-05-24,"638,0"
2011-05-25,"993,0"
2011-05-26,"1339,0"
2011-05-27,"771,0"
2011-05-28,"597,0"
2011-05-29,"525,0"
2011-05-30,"726,0"
2011-05-31,"1207,0"
2011-06-01,"1533,0"
2011-06-02,"1523,0"
2011-06-03,"2314,0"
2011-06-04,"2092,0"
2011-06-05,"1147,0"
2011-06-06,"2163,0"
2011-06-07,"1593,0"
2011-06-08,"4074,0"
2011-06-09,"2141,0"
2011-06-10,"1705,0"
2011-06-11,"1213,0"
2011-06-12,"2054,0"
2011-06-13,"1710,0"
2011-06-14,"1409,0"
2011-06-15,"1342,0"
2011-06-16,"1993,0"
2011-06-17,"2170,0"
2011-06-18,"1347,0"
2011-06-19,"1909,0"
2011-06-20,"1318,0"
2011-06-21,"1475,0"
2011-06-22,"1474,0"
2011-06-23,"1476,0"
2011-06-24,"1518,0"
2011-06-25,"1932,0"
2011-06-26,"2486,0"
2011-06-27,"3631,0"
2011-06-28,"2322,0"
2011-06-29,"2759,0"
2011-06-30,"2116,0"
2011-07-01,"2392,0"
2011-07-02,"1826,0"
2011-07-03,"1586,0"
2011-07-04,"2550,0"
2011-07-05,"3514,0"
2011-07-06,"3491,0"
2011-07-07,"3006,0"
2011-07-08,"2232,0"
2011-07-09,"1995,0"
2011-07-10,"2546,0"
2011-07-11,"2243,0"
2011-07-12,"2070,0"
2011-07-13,"2037,0"
2011-07-14,"2107,0"
2011-07-15,"1846,0"
2011-07-16,"1974,0"
2011-07-17,"2043,0"
2011-07-18,"3389,0"
2011-07-19,"2880,0"
2011-07-20,"2244,0"
2011-07-21,"1845,0"
2011-07-22,"1741,0"
2011-07-23,"1757,0"
2011-07-24,"2154,0"
2011-07-25,"3066,0"
2011-07-26,"2303,0"
2011-07-27,"2284,0"
2011-07-28,"2044,0"
2011-07-29,"1263,0"
2011-07-30,"1264,0"
2011-07-31,"1633,0"
2011-08-01,"2650,0"
2011-08-02,"2645,0"
2011-08-03,"2513,0"
2011-08-04,"2075,0"
2011-08-05,"1422,0"
2011-08-06,"2169,0"
2011-08-07,"1314,0"
2011-08-08,"2927,0"
2011-08-09,"2484,0"
2011-08-10,"1703,0"
2011-08-11,"1579,0"
2011-08-12,"1082,0"
2011-08-13,"1168,0"
2011-08-14,"1900,0"
2011-08-15,"2570,0"
2011-08-16,"1968,0"
2011-08-17,"1822,0"
2011-08-18,"1443,0"
2011-08-19,"2197,0"
2011-08-20,"1316,0"
2011-08-21,"1430,0"
2011-08-22,"1919,0"
2011-08-23,"1672,0"
2011-08-24,"1483,0"
2011-08-25,"1476,0"
2011-08-26,"1632,0"
2011-08-27,"1172,0"
2011-08-28,"1091,0"
2011-08-29,"1698,0"
2011-08-30,"1290,0"
2011-08-31,"1223,0"
2011-09-01,"1565,0"
2011-09-02,"1266,0"
2011-09-03,"1291,0"
2011-09-04,"1240,0"
2011-09-05,"1728,0"
2011-09-06,"2012,0"
2011-09-07,"1414,0"
2011-09-08,"1671,0"
2011-09-09,"3127,0"
2011-09-10,"2259,0"
2011-09-11,"1885,0"
2011-09-12,"1810,0"
2011-09-13,"1193,0"
2011-09-14,"1230,0"
2011-09-15,"1658,0"
2011-09-16,"1204,0"
2011-09-17,"995,0"
2011-09-18,"911,0"
2011-09-19,"1714,0"
2011-09-20,"2573,0"
2011-09-21,"2438,0"
2011-09-22,"999,0"
2011-09-23,"1089,0"
2011-09-24,"937,0"
2011-09-25,"1196,0"
2011-09-26,"956,0"
2011-09-27,"1126,0"
2011-09-28,"976,0"
2011-09-29,"989,0"
2011-09-30,"1194,0"
2011-10-01,"1115,0"
2011-10-02,"891,0"
2011-10-03,"1075,0"
2011-10-04,"1393,0"
2011-10-05,"1134,0"
2011-10-06,"1685,0"
2011-10-07,"1143,0"
2011-10-08,"1083,0"
2011-10-09,"1188,0"
2011-10-10,"929,0"
2011-10-11,"1282,0"
2011-10-12,"1232,0"
2011-10-13,"1053,0"
2011-10-14,"1072,0"
2011-10-15,"857,0"
2011-10-16,"1005,0"
2011-10-17,"1533,0"
2011-10-18,"985,0"
2011-10-19,"876,0"
2011-10-20,"819,0"
2011-10-21,"581,0"
2011-10-22,"1000,0"
2011-10-23,"771,0"
2011-10-24,"888,0"
2011-10-25,"897,0"
2011-10-26,"982,0"
2011-10-27,"796,0"
2011-10-28,"1083,0"
2011-10-29,"1113,0"
2011-10-30,"864,0"
2011-10-31,"798,0"
2011-11-01,"949,0"
2011-11-02,"841,0"
2011-11-03,"820,0"
2011-11-04,"1072,0"
2011-11-05,"1002,0"
2011-11-06,"490,0"
2011-11-07,"1249,0"
2011-11-08,"958,0"
2011-11-09,"985,0"
2011-11-10,"637,0"
2011-11-11,"807,0"
2011-11-12,"874,0"
2011-11-13,"659,0"
2011-11-14,"1121,0"
2011-11-15,"803,0"
2011-11-16,"879,0"
2011-11-17,"1079,0"
2011-11-18,"1055,0"
2011-11-19,"709,0"
2011-11-20,"2309,0"
2011-11-21,"614,0"
2011-11-22,"976,0"
2011-11-23,"832,0"
2011-11-24,"983,0"
2011-11-25,"882,0"
2011-11-26,"1003,0"
2011-11-27,"664,0"
2011-11-28,"1083,0"
2011-11-29,"1557,0"
2011-11-30,"1519,0"
