Date,indicators/sol_1h_24h
2009-09-30,0.0
2009-10-01,0.0
2009-10-02,0.0
2009-10-03,0.0
2009-10-04,0.0
2009-10-05,0.0
2009-10-06,0.0
2009-10-07,0.0
2009-10-08,0.0
2009-10-09,0.0
2009-10-10,0.0
2009-10-11,0.0
2009-10-12,0.0
2009-10-13,0.0
2009-10-14,0.0
2009-10-15,0.0
2009-10-16,0.0
2009-10-17,0.0
2009-10-18,0.0
2009-10-19,0.0
2009-10-20,0.0
2009-10-21,0.0
2009-10-22,0.0
2009-10-23,0.0
2009-10-24,0.0
2009-10-25,0.0
2009-10-26,0.0
2009-10-27,0.0
2009-10-28,0.0
2009-10-29,0.0
2009-10-30,0.0
2009-10-31,0.0
2009-11-01,0.0
2009-11-02,0.0
2009-11-03,0.0
2009-11-04,0.0
2009-11-05,0.0
2009-11-06,0.0
2009-11-07,0.0
2009-11-08,0.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-11,0.0
2009-11-12,0.0
2009-11-13,0.0
2009-11-14,0.0
2009-11-15,0.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,0.0
2009-11-20,0.0
2009-11-21,0.0
2009-11-22,0.0
2009-11-23,0.0
2009-11-24,0.0
2009-11-25,0.0
2009-11-26,0.0
2009-11-27,0.0
2009-11-28,0.0
2009-11-29,0.0
2009-11-30,0.0
2009-12-01,0.0
2009-12-02,0.0
2009-12-03,0.0
2009-12-04,0.0
2009-12-05,0.0
2009-12-06,1.0
2009-12-07,0.0
2009-12-08,1.0
2009-12-09,6.0
2009-12-10,0.0
2009-12-11,0.0
2009-12-12,0.0
2009-12-13,0.0
2009-12-14,0.0
2009-12-15,0.0
2009-12-16,0.0
2009-12-17,2.0
2009-12-18,0.0
2009-12-19,0.0
2009-12-20,0.0
2009-12-21,0.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-25,0.0
2009-12-26,0.0
2009-12-27,0.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,0.0
2010-01-01,0.0
2010-01-02,0.0
2010-01-03,0.0
2010-01-04,0.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,0.0
2010-01-08,0.0
2010-01-09,0.0
2010-01-10,0.0
2010-01-11,0.0
2010-01-12,2.0
2010-01-13,0.0
2010-01-14,2.0
2010-01-15,0.0
2010-01-16,0.0
2010-01-17,0.0
2010-01-18,0.0
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,6.0
2010-01-22,4.0
2010-01-23,0.0
2010-01-24,0.0
2010-01-25,9.0
2010-01-26,6.0
2010-01-27,11.0
2010-01-28,10.0
2010-01-29,14.0
2010-01-30,0.0
2010-01-31,9.0
2010-02-01,9.0
2010-02-02,3.0
2010-02-03,0.0
2010-02-04,16.0
2010-02-05,6.0
2010-02-06,1.0
2010-02-07,4.0
2010-02-08,18.0
2010-02-09,7.0
2010-02-10,4.0
2010-02-11,6.0
2010-02-12,6.0
2010-02-13,3.0
2010-02-14,15.0
2010-02-15,16.0
2010-02-16,6.0
2010-02-17,5.0
2010-02-18,9.0
2010-02-19,2.0
2010-02-20,3.0
2010-02-21,11.0
2010-02-22,13.0
2010-02-23,1.0
2010-02-24,3.0
2010-02-25,1.0
2010-02-26,2.0
2010-02-27,1.0
2010-02-28,0.0
2010-03-01,7.0
2010-03-02,9.0
2010-03-03,6.0
2010-03-04,0.0
2010-03-05,0.0
2010-03-06,1.0
2010-03-07,9.0
2010-03-08,0.0
2010-03-09,0.0
2010-03-10,2.0
2010-03-11,0.0
2010-03-12,0.0
2010-03-13,0.0
2010-03-14,2.0
2010-03-15,1.0
2010-03-16,0.0
2010-03-17,0.0
2010-03-18,4.0
2010-03-19,1.0
2010-03-20,6.0
2010-03-21,5.0
2010-03-22,2.0
2010-03-23,7.0
2010-03-24,11.0
2010-03-25,12.0
2010-03-26,15.0
2010-03-27,6.0
2010-03-28,5.0
2010-03-29,6.0
2010-03-30,7.0
2010-03-31,3.0
2010-04-01,11.0
2010-04-02,5.0
2010-04-03,1.0
2010-04-04,8.0
2010-04-05,17.0
2010-04-06,9.0
2010-04-07,8.0
2010-04-08,4.0
2010-04-09,15.0
2010-04-10,35.0
2010-04-11,45.0
2010-04-12,51.0
2010-04-13,10.0
2010-04-14,22.0
2010-04-15,30.0
2010-04-16,27.0
2010-04-17,20.0
2010-04-18,98.0
2010-04-19,44.0
2010-04-20,37.0
2010-04-21,39.0
2010-04-22,26.0
2010-04-23,23.0
2010-04-24,36.0
2010-04-25,28.0
2010-04-26,35.0
2010-04-27,29.0
2010-04-28,42.0
2010-04-29,25.0
2010-04-30,14.0
2010-05-01,20.0
2010-05-02,15.0
2010-05-03,14.0
2010-05-04,23.0
2010-05-05,21.0
2010-05-06,13.0
2010-05-07,16.0
2010-05-08,12.0
2010-05-09,26.0
2010-05-10,7.0
2010-05-11,2.0
2010-05-12,4.0
2010-05-13,1.0
2010-05-14,8.0
2010-05-15,1.0
2010-05-16,4.0
2010-05-17,5.0
2010-05-18,43.0
2010-05-19,47.0
2010-05-20,35.0
2010-05-21,67.0
2010-05-22,38.0
2010-05-23,88.0
2010-05-24,67.0
2010-05-25,56.0
2010-05-26,62.0
2010-05-27,77.0
2010-05-28,47.0
2010-05-29,69.0
2010-05-30,20.0
2010-05-31,20.0
2010-06-01,19.0
2010-06-02,13.0
2010-06-03,29.0
2010-06-04,12.0
2010-06-05,16.0
2010-06-06,30.0
2010-06-07,21.0
2010-06-08,42.0
2010-06-09,42.0
2010-06-10,29.0
2010-06-11,31.0
2010-06-12,44.0
2010-06-13,47.0
2010-06-14,56.0
2010-06-15,48.0
2010-06-16,31.0
2010-06-17,17.0
2010-06-18,28.0
2010-06-19,46.0
2010-06-20,33.0
2010-06-21,34.0
2010-06-22,30.0
2010-06-23,49.0
2010-06-24,27.0
2010-06-25,24.0
2010-06-26,19.0
2010-06-27,31.0
2010-06-28,58.0
2010-06-29,69.0
2010-06-30,92.0
2010-07-01,74.0
2010-07-02,61.0
2010-07-03,67.0
2010-07-04,46.0
2010-07-05,58.0
2010-07-06,38.0
2010-07-07,22.0
2010-07-08,22.0
2010-07-09,63.0
2010-07-10,39.0
2010-07-11,57.0
2010-07-12,242.0
2010-07-13,349.0
2010-07-14,267.0
2010-07-15,1061.0
2010-07-16,282.0
2010-07-17,72.0
2010-07-18,73.0
2010-07-19,84.0
2010-07-20,253.0
2010-07-21,94.0
2010-07-22,73.0
2010-07-23,79.0
2010-07-24,370.0
2010-07-25,1471.0
2010-07-26,98.0
2010-07-27,83.0
2010-07-28,70.0
2010-07-29,72.0
2010-07-30,73.0
2010-07-31,61.0
2010-08-01,78.0
2010-08-02,94.0
2010-08-03,98.0
2010-08-04,98.0
2010-08-05,215.0
2010-08-06,78.0
2010-08-07,52.0
2010-08-08,88.0
2010-08-09,93.0
2010-08-10,74.0
2010-08-11,120.0
2010-08-12,76.0
2010-08-13,127.0
2010-08-14,117.0
2010-08-15,109.0
2010-08-16,86.0
2010-08-17,81.0
2010-08-18,89.0
2010-08-19,73.0
2010-08-20,115.0
2010-08-21,99.0
2010-08-22,85.0
2010-08-23,118.0
2010-08-24,107.0
2010-08-25,95.0
2010-08-26,110.0
2010-08-27,69.0
2010-08-28,67.0
2010-08-29,42.0
2010-08-30,61.0
2010-08-31,164.0
2010-09-01,82.0
2010-09-02,74.0
2010-09-03,49.0
2010-09-04,70.0
2010-09-05,70.0
2010-09-06,70.0
2010-09-07,46.0
2010-09-08,70.0
2010-09-09,72.0
2010-09-10,69.0
2010-09-11,53.0
2010-09-12,92.0
2010-09-13,119.0
2010-09-14,86.0
2010-09-15,152.0
2010-09-16,137.0
2010-09-17,130.0
2010-09-18,113.0
2010-09-19,118.0
2010-09-20,156.0
2010-09-21,293.0
2010-09-22,277.0
2010-09-23,213.0
2010-09-24,184.0
2010-09-25,153.0
2010-09-26,169.0
2010-09-27,245.0
2010-09-28,157.0
2010-09-29,505.0
2010-09-30,60.0
2010-10-01,48.0
2010-10-02,143.0
2010-10-03,110.0
2010-10-04,125.0
2010-10-05,115.0
2010-10-06,103.0
2010-10-07,113.0
2010-10-08,119.0
2010-10-09,141.0
2010-10-10,124.0
2010-10-11,82.0
2010-10-12,87.0
2010-10-13,92.0
2010-10-14,127.0
2010-10-15,41.0
2010-10-16,110.0
2010-10-17,149.0
2010-10-18,200.0
2010-10-19,305.0
2010-10-20,286.0
2010-10-21,197.0
2010-10-22,194.0
2010-10-23,146.0
2010-10-24,170.0
2010-10-25,102.0
2010-10-26,89.0
2010-10-27,127.0
2010-10-28,101.0
2010-10-29,152.0
2010-10-30,94.0
2010-10-31,87.0
2010-11-01,107.0
2010-11-02,75.0
2010-11-03,104.0
2010-11-04,98.0
2010-11-05,161.0
2010-11-06,129.0
2010-11-07,167.0
2010-11-08,208.0
2010-11-09,147.0
2010-11-10,112.0
2010-11-11,123.0
2010-11-12,65.0
2010-11-13,79.0
2010-11-14,154.0
2010-11-15,391.0
2010-11-16,568.0
2010-11-17,145.0
2010-11-18,96.0
2010-11-19,94.0
2010-11-20,116.0
2010-11-21,220.0
2010-11-22,94.0
2010-11-23,109.0
2010-11-24,602.0
2010-11-25,4453.0
2010-11-26,370.0
2010-11-27,131.0
2010-11-28,103.0
2010-11-29,145.0
2010-11-30,130.0
2010-12-01,140.0
2010-12-02,117.0
2010-12-03,101.0
2010-12-04,99.0
2010-12-05,97.0
2010-12-06,96.0
2010-12-07,147.0
2010-12-08,125.0
2010-12-09,133.0
2010-12-10,70.0
2010-12-11,114.0
2010-12-12,105.0
2010-12-13,122.0
2010-12-14,123.0
2010-12-15,178.0
2010-12-16,122.0
2010-12-17,107.0
2010-12-18,89.0
2010-12-19,123.0
2010-12-20,144.0
2010-12-21,137.0
2010-12-22,134.0
2010-12-23,127.0
2010-12-24,109.0
2010-12-25,81.0
2010-12-26,117.0
2010-12-27,108.0
2010-12-28,161.0
2010-12-29,145.0
2010-12-30,135.0
2010-12-31,148.0
2011-01-01,245.0
2011-01-02,205.0
2011-01-03,460.0
2011-01-04,446.0
2011-01-05,735.0
2011-01-06,271.0
2011-01-07,294.0
2011-01-08,784.0
2011-01-09,696.0
2011-01-10,780.0
2011-01-11,782.0
2011-01-12,706.0
2011-01-13,727.0
2011-01-14,801.0
2011-01-15,449.0
2011-01-16,458.0
2011-01-17,311.0
2011-01-18,373.0
2011-01-19,390.0
2011-01-20,386.0
2011-01-21,640.0
2011-01-22,898.0
2011-01-23,657.0
2011-01-24,836.0
2011-01-25,422.0
2011-01-26,508.0
2011-01-27,412.0
2011-01-28,605.0
2011-01-29,938.0
2011-01-30,1696.0
2011-01-31,993.0
2011-02-01,667.0
2011-02-02,536.0
2011-02-03,475.0
2011-02-04,478.0
2011-02-05,521.0
2011-02-06,541.0
2011-02-07,558.0
2011-02-08,473.0
2011-02-09,606.0
2011-02-10,952.0
2011-02-11,873.0
2011-02-12,772.0
2011-02-13,888.0
2011-02-14,934.0
2011-02-15,1039.0
2011-02-16,895.0
2011-02-17,974.0
2011-02-18,982.0
2011-02-19,763.0
2011-02-20,870.0
2011-02-21,864.0
2011-02-22,885.0
2011-02-23,603.0
2011-02-24,593.0
2011-02-25,551.0
2011-02-26,638.0
2011-02-27,755.0
2011-02-28,706.0
2011-03-01,957.0
2011-03-02,905.0
2011-03-03,772.0
2011-03-04,953.0
2011-03-05,850.0
2011-03-06,861.0
2011-03-07,774.0
2011-03-08,1259.0
2011-03-09,724.0
2011-03-10,812.0
2011-03-11,902.0
2011-03-12,1264.0
2011-03-13,1428.0
2011-03-14,1419.0
2011-03-15,1712.0
2011-03-16,1806.0
2011-03-17,1609.0
2011-03-18,1283.0
2011-03-19,1730.0
2011-03-20,1783.0
2011-03-21,2952.0
2011-03-22,1123.0
2011-03-23,1392.0
2011-03-24,945.0
2011-03-25,897.0
2011-03-26,1084.0
2011-03-27,1413.0
2011-03-28,1493.0
2011-03-29,970.0
2011-03-30,887.0
2011-03-31,888.0
2011-04-01,785.0
2011-04-02,769.0
2011-04-03,674.0
2011-04-04,957.0
2011-04-05,957.0
2011-04-06,994.0
2011-04-07,788.0
2011-04-08,885.0
2011-04-09,864.0
2011-04-10,935.0
2011-04-11,965.0
2011-04-12,1081.0
2011-04-13,1064.0
2011-04-14,1032.0
2011-04-15,1084.0
2011-04-16,1053.0
2011-04-17,1244.0
2011-04-18,1472.0
2011-04-19,1417.0
2011-04-20,1562.0
2011-04-21,1008.0
2011-04-22,1183.0
2011-04-23,1138.0
2011-04-24,1472.0
2011-04-25,1416.0
2011-04-26,1521.0
2011-04-27,3264.0
2011-04-28,1755.0
2011-04-29,1742.0
2011-04-30,2311.0
2011-05-01,2291.0
2011-05-02,1548.0
2011-05-03,1643.0
2011-05-04,1633.0
2011-05-05,1909.0
2011-05-06,1861.0
2011-05-07,1571.0
2011-05-08,1598.0
2011-05-09,1983.0
2011-05-10,1992.0
2011-05-11,1838.0
2011-05-12,2066.0
2011-05-13,2785.0
2011-05-14,2479.0
2011-05-15,2250.0
2011-05-16,2909.0
2011-05-17,2525.0
2011-05-18,2970.0
2011-05-19,3164.0
2011-05-20,2504.0
2011-05-21,2423.0
2011-05-22,2493.0
2011-05-23,2949.0
2011-05-24,2758.0
2011-05-25,3088.0
2011-05-26,3572.0
2011-05-27,2331.0
2011-05-28,2306.0
2011-05-29,2353.0
2011-05-30,2635.0
2011-05-31,3271.0
2011-06-01,2830.0
2011-06-02,3775.0
2011-06-03,4385.0
2011-06-04,4327.0
2011-06-05,3857.0
2011-06-06,5131.0
2011-06-07,4163.0
2011-06-08,6204.0
2011-06-09,5471.0
2011-06-10,5205.0
2011-06-11,4534.0
2011-06-12,6125.0
2011-06-13,5484.0
2011-06-14,6273.0
2011-06-15,6286.0
2011-06-16,5854.0
2011-06-17,5713.0
2011-06-18,5745.0
2011-06-19,5692.0
2011-06-20,4651.0
2011-06-21,4414.0
2011-06-22,4276.0
2011-06-23,3977.0
2011-06-24,4496.0
2011-06-25,4390.0
2011-06-26,4067.0
2011-06-27,5544.0
2011-06-28,5073.0
2011-06-29,3940.0
2011-06-30,4349.0
2011-07-01,4286.0
2011-07-02,3719.0
2011-07-03,4070.0
2011-07-04,4236.0
2011-07-05,4313.0
2011-07-06,5507.0
2011-07-07,4181.0
2011-07-08,3709.0
2011-07-09,3953.0
2011-07-10,3748.0
2011-07-11,4852.0
2011-07-12,4103.0
2011-07-13,3916.0
2011-07-14,3933.0
2011-07-15,3513.0
2011-07-16,4227.0
2011-07-17,3687.0
2011-07-18,4359.0
2011-07-19,4907.0
2011-07-20,4606.0
2011-07-21,4610.0
2011-07-22,4238.0
2011-07-23,3726.0
2011-07-24,3844.0
2011-07-25,4585.0
2011-07-26,4677.0
2011-07-27,3662.0
2011-07-28,3413.0
2011-07-29,3070.0
2011-07-30,2680.0
2011-07-31,3108.0
2011-08-01,3711.0
2011-08-02,4314.0
2011-08-03,3887.0
2011-08-04,4528.0
2011-08-05,3327.0
2011-08-06,3932.0
2011-08-07,3194.0
2011-08-08,3308.0
2011-08-09,4605.0
2011-08-10,4927.0
2011-08-11,4195.0
2011-08-12,4035.0
2011-08-13,4263.0
2011-08-14,4372.0
2011-08-15,4632.0
2011-08-16,4838.0
2011-08-17,4647.0
2011-08-18,3840.0
2011-08-19,4022.0
2011-08-20,3482.0
2011-08-21,3691.0
2011-08-22,3688.0
2011-08-23,3473.0
2011-08-24,3493.0
2011-08-25,3469.0
2011-08-26,3897.0
2011-08-27,3829.0
2011-08-28,3138.0
2011-08-29,4123.0
2011-08-30,4197.0
2011-08-31,4156.0
2011-09-01,3768.0
2011-09-02,3182.0
2011-09-03,3034.0
2011-09-04,3326.0
2011-09-05,3473.0
2011-09-06,3721.0
2011-09-07,3462.0
2011-09-08,2674.0
2011-09-09,3883.0
2011-09-10,3174.0
2011-09-11,3648.0
2011-09-12,4123.0
2011-09-13,3427.0
2011-09-14,3140.0
2011-09-15,3534.0
2011-09-16,3276.0
2011-09-17,3350.0
2011-09-18,3501.0
2011-09-19,4028.0
2011-09-20,4386.0
2011-09-21,5018.0
2011-09-22,3828.0
2011-09-23,3378.0
2011-09-24,4096.0
2011-09-25,3044.0
2011-09-26,2873.0
2011-09-27,3275.0
2011-09-28,3194.0
2011-09-29,3362.0
2011-09-30,3435.0
2011-10-01,3016.0
2011-10-02,3052.0
2011-10-03,3398.0
2011-10-04,3602.0
2011-10-05,3407.0
2011-10-06,3497.0
2011-10-07,3321.0
2011-10-08,2935.0
2011-10-09,2692.0
2011-10-10,3284.0
2011-10-11,3624.0
2011-10-12,3614.0
2011-10-13,2930.0
2011-10-14,3295.0
2011-10-15,3126.0
2011-10-16,3045.0
2011-10-17,3489.0
2011-10-18,2904.0
2011-10-19,2989.0
2011-10-20,2486.0
2011-10-21,2830.0
2011-10-22,3001.0
2011-10-23,3367.0
2011-10-24,4027.0
2011-10-25,3459.0
2011-10-26,3597.0
2011-10-27,3236.0
2011-10-28,3915.0
2011-10-29,4502.0
2011-10-30,3872.0
2011-10-31,3469.0
2011-11-01,3627.0
2011-11-02,3840.0
2011-11-03,4468.0
2011-11-04,4662.0
2011-11-05,4477.0
2011-11-06,3510.0
2011-11-07,3745.0
2011-11-08,4825.0
2011-11-09,4646.0
2011-11-10,5393.0
2011-11-11,4224.0
2011-11-12,3970.0
2011-11-13,3670.0
2011-11-14,4764.0
2011-11-15,5390.0
2011-11-16,5747.0
2011-11-17,4194.0
2011-11-18,4147.0
2011-11-19,3681.0
2011-11-20,3665.0
2011-11-21,3631.0
2011-11-22,4227.0
2011-11-23,4067.0
2011-11-24,4204.0
2011-11-25,3516.0
2011-11-26,3692.0
2011-11-27,3790.0
2011-11-28,4889.0
2011-11-29,5657.0
2011-11-30,5871.0
2011-12-01,4812.0
2011-12-02,4511.0
2011-12-03,4045.0
2011-12-04,3754.0
2011-12-05,4491.0
2011-12-06,5514.0
2011-12-07,4416.0
2011-12-08,4315.0
2011-12-09,3904.0
2011-12-10,3709.0
2011-12-11,3309.0
2011-12-12,3096.0
2011-12-13,3320.0
2011-12-14,3561.0
2011-12-15,2939.0
2011-12-16,3100.0
2011-12-17,3079.0
2011-12-18,2600.0
2011-12-19,3656.0
2011-12-20,4367.0
2011-12-21,3348.0
2011-12-22,3322.0
2011-12-23,3483.0
2011-12-24,2775.0
2011-12-25,3125.0
2011-12-26,3370.0
2011-12-27,3666.0
2011-12-28,3036.0
2011-12-29,3387.0
2011-12-30,3043.0
2011-12-31,3293.0
2012-01-01,2990.0
2012-01-02,3479.0
2012-01-03,3445.0
2012-01-04,3487.0
2012-01-05,4411.0
2012-01-06,4272.0
2012-01-07,3394.0
2012-01-08,3828.0
2012-01-09,3758.0
2012-01-10,4030.0
2012-01-11,4398.0
2012-01-12,4219.0
2012-01-13,4495.0
2012-01-14,4060.0
2012-01-15,4241.0
2012-01-16,4292.0
2012-01-17,4034.0
2012-01-18,4579.0
2012-01-19,4183.0
2012-01-20,4180.0
2012-01-21,3842.0
2012-01-22,3351.0
2012-01-23,3503.0
2012-01-24,4726.0
2012-01-25,5492.0
2012-01-26,4413.0
2012-01-27,4218.0
2012-01-28,3679.0
2012-01-29,4168.0
2012-01-30,4139.0
2012-01-31,5056.0
2012-02-01,4808.0
2012-02-02,4777.0
2012-02-03,4536.0
2012-02-04,4787.0
2012-02-05,4402.0
2012-02-06,3928.0
2012-02-07,4352.0
2012-02-08,4256.0
2012-02-09,4215.0
2012-02-10,4545.0
2012-02-11,3758.0
2012-02-12,3858.0
2012-02-13,4608.0
2012-02-14,5339.0
2012-02-15,4744.0
2012-02-16,4843.0
2012-02-17,3585.0
2012-02-18,3368.0
2012-02-19,3220.0
2012-02-20,3197.0
2012-02-21,3761.0
2012-02-22,3923.0
2012-02-23,4542.0
2012-02-24,4119.0
2012-02-25,3874.0
2012-02-26,3505.0
2012-02-27,3918.0
2012-02-28,4374.0
2012-02-29,4191.0
2012-03-01,3898.0
2012-03-02,4881.0
2012-03-03,2846.0
2012-03-04,3784.0
2012-03-05,4375.0
2012-03-06,3950.0
2012-03-07,3940.0
2012-03-08,4252.0
2012-03-09,4274.0
2012-03-10,3242.0
2012-03-11,3161.0
2012-03-12,3693.0
2012-03-13,4306.0
2012-03-14,4118.0
2012-03-15,3758.0
2012-03-16,3644.0
2012-03-17,3986.0
2012-03-18,3105.0
2012-03-19,3378.0
2012-03-20,3477.0
2012-03-21,3890.0
2012-03-22,3798.0
2012-03-23,3397.0
2012-03-24,3141.0
2012-03-25,3426.0
2012-03-26,3460.0
2012-03-27,3771.0
2012-03-28,4205.0
2012-03-29,4291.0
2012-03-30,3821.0
2012-03-31,3450.0
2012-04-01,3127.0
2012-04-02,3773.0
2012-04-03,4153.0
2012-04-04,4151.0
2012-04-05,3762.0
2012-04-06,4096.0
2012-04-07,3520.0
2012-04-08,3498.0
2012-04-09,3696.0
2012-04-10,5043.0
2012-04-11,4778.0
2012-04-12,4798.0
2012-04-13,4174.0
2012-04-14,4534.0
2012-04-15,4043.0
2012-04-16,4949.0
2012-04-17,4929.0
2012-04-18,5616.0
2012-04-19,4666.0
2012-04-20,5220.0
2012-04-21,4535.0
2012-04-22,3833.0
2012-04-23,4037.0
2012-04-24,4422.0
2012-04-25,4488.0
2012-04-26,6205.0
2012-04-27,4597.0
2012-04-28,4046.0
2012-04-29,4073.0
2012-04-30,4993.0
2012-05-01,5432.0
2012-05-02,5862.0
2012-05-03,6901.0
2012-05-04,7323.0
2012-05-05,6227.0
2012-05-06,6622.0
2012-05-07,8449.0
2012-05-08,8377.0
2012-05-09,8610.0
2012-05-10,7315.0
2012-05-11,7871.0
2012-05-12,7146.0
2012-05-13,6947.0
2012-05-14,9146.0
2012-05-15,9270.0
2012-05-16,10909.0
2012-05-17,9504.0
