Date,transactions/transfers_volume_adjusted_median
2009-07-16,0.0
2009-07-17,0.0
2009-07-18,0.0
2009-07-19,0.0
2009-07-20,6000.0
2009-07-21,0.0
2009-07-22,0.0
2009-07-23,0.0
2009-07-24,0.0
2009-07-25,0.0
2009-07-26,0.0
2009-07-27,0.0
2009-07-28,0.0
2009-07-29,100.0
2009-07-30,5.0
2009-07-31,0.0
2009-08-01,0.0
2009-08-02,0.0
2009-08-03,0.0
2009-08-04,0.0
2009-08-05,0.0
2009-08-06,0.0
2009-08-07,5500.0
2009-08-08,0.0
2009-08-09,0.0
2009-08-10,0.0
2009-08-11,0.0
2009-08-12,0.0
2009-08-13,0.0
2009-08-14,0.0
2009-08-15,0.0
2009-08-16,0.0
2009-08-17,0.0
2009-08-18,0.0
2009-08-19,0.0
2009-08-20,0.0
2009-08-21,0.0
2009-08-22,0.0
2009-08-23,0.0
2009-08-24,0.0
2009-08-25,0.0
2009-08-26,498.53
2009-08-27,0.0
2009-08-28,0.0
2009-08-29,0.0
2009-08-30,50.0
2009-08-31,300.0
2009-09-01,0.0
2009-09-02,0.0
2009-09-03,700.0
2009-09-04,0.0
2009-09-05,0.0
2009-09-06,0.0
2009-09-07,650.0
2009-09-08,0.0
2009-09-09,0.0
2009-09-10,0.0
2009-09-11,0.0
2009-09-12,0.0
2009-09-13,0.0
2009-09-14,0.0
2009-09-15,0.0
2009-09-16,1.0
2009-09-17,5000.0
2009-09-18,0.0
2009-09-19,0.0
2009-09-20,0.0
2009-09-21,400.0
2009-09-22,2000.0
2009-09-23,0.0
2009-09-24,0.0
2009-09-25,300.0
2009-09-26,0.0
2009-09-27,800.0
2009-09-28,0.0
2009-09-29,650.0
2009-09-30,0.0
2009-10-01,0.0
2009-10-02,500.0
2009-10-03,0.0
2009-10-04,0.0
2009-10-05,0.0
2009-10-06,200.0
2009-10-07,0.0
2009-10-08,0.0
2009-10-09,0.0
2009-10-10,0.0
2009-10-11,0.0
2009-10-12,5050.0
2009-10-13,0.0
2009-10-14,0.0
2009-10-15,0.0
2009-10-16,9700.0
2009-10-17,0.0
2009-10-18,350.0
2009-10-19,0.0
2009-10-20,5000.0
2009-10-21,899.76
2009-10-22,11950.0
2009-10-23,0.0
2009-10-24,12250.0
2009-10-25,0.0
2009-10-26,0.0
2009-10-27,13000.0
2009-10-28,0.0
2009-10-29,500.0
2009-10-30,0.0
2009-10-31,0.0
2009-11-01,0.0
2009-11-02,0.0
2009-11-03,0.0
2009-11-04,15500.0
2009-11-05,0.0
2009-11-06,0.0
2009-11-07,0.0
2009-11-08,0.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-11,1000.0
2009-11-12,0.0
2009-11-13,20.0
2009-11-14,0.0
2009-11-15,0.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,21850.0
2009-11-20,0.0
2009-11-21,0.0
2009-11-22,0.0
2009-11-23,0.0
2009-11-24,0.0
2009-11-25,0.0
2009-11-26,0.0
2009-11-27,0.0
2009-11-28,0.0
2009-11-29,0.0
2009-11-30,0.0
2009-12-01,10049.78
2009-12-02,0.0
2009-12-03,0.0
2009-12-04,0.0
2009-12-05,900.0
2009-12-06,50.0
2009-12-07,0.0
2009-12-08,500.0
2009-12-09,1.0
2009-12-10,0.0
2009-12-11,0.0
2009-12-12,2200.0
2009-12-13,0.0
2009-12-14,399.0
2009-12-15,1.0
2009-12-16,850.0
2009-12-17,0.5
2009-12-18,0.0
2009-12-19,50.0
2009-12-20,0.0
2009-12-21,50.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-25,0.5
2009-12-26,0.0
2009-12-27,250.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,0.0
2010-01-01,50.0
2010-01-02,0.0
2010-01-03,0.0
2010-01-04,150.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,0.0
2010-01-08,0.0
2010-01-09,0.0
2010-01-10,0.0
2010-01-11,0.0
2010-01-12,5000.0
2010-01-13,1.0
2010-01-14,5.0
2010-01-15,200.74
2010-01-16,251.0
2010-01-17,0.0
2010-01-18,50.0
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,45.8
2010-01-22,100.0
2010-01-23,2.0
2010-01-24,50.0
2010-01-25,50.0
2010-01-26,25.0
2010-01-27,200.0
2010-01-28,100.0
2010-01-29,100.0
2010-01-30,250.0
2010-01-31,350.0
2010-02-01,250.0
2010-02-02,1050.0
2010-02-03,100.0
2010-02-04,100.0
2010-02-05,149.0
2010-02-06,50.0
2010-02-07,50.0
2010-02-08,50.0
2010-02-09,1700.0
2010-02-10,10000.0
2010-02-11,100.0
2010-02-12,1900.0
2010-02-13,450.0
2010-02-14,50.0
2010-02-15,100.0
2010-02-16,50.0
2010-02-17,5262.74
2010-02-18,250.0
2010-02-19,49.98
2010-02-20,50.0
2010-02-21,200.0
2010-02-22,1200.0
2010-02-23,50.0
2010-02-24,350.0
2010-02-25,500.0
2010-02-26,200.0
2010-02-27,200.0
2010-02-28,50.0
2010-03-01,200.0
2010-03-02,350.0
2010-03-03,100.0
2010-03-04,300.0
2010-03-05,50.0
2010-03-06,50.0
2010-03-07,1350.0
2010-03-08,300.0
2010-03-09,50.0
2010-03-10,100.0
2010-03-11,1000.0
2010-03-12,100.0
2010-03-13,1800.0
2010-03-14,350.0
2010-03-15,48.0
2010-03-16,101.0
2010-03-17,200.0
2010-03-18,50.0
2010-03-19,150.0
2010-03-20,200.0
2010-03-21,50.0
2010-03-22,150.0
2010-03-23,100.0
2010-03-24,50.0
2010-03-25,100.0
2010-03-26,50.0
2010-03-27,100.0
2010-03-28,100.0
2010-03-29,100.0
2010-03-30,50.0
2010-03-31,50.0
2010-04-01,50.0
2010-04-02,100.0
2010-04-03,400.0
2010-04-04,50.0
2010-04-05,100.0
2010-04-06,50.0
2010-04-07,150.0
2010-04-08,50.0
2010-04-09,150.0
2010-04-10,50.0
2010-04-11,50.0
2010-04-12,99.99
2010-04-13,50.0
2010-04-14,50.0
2010-04-15,350.0
2010-04-16,50.0
2010-04-17,50.0
2010-04-18,3.78
2010-04-19,50.0
2010-04-20,100.0
2010-04-21,100.0
2010-04-22,80.0
2010-04-23,50.0
2010-04-24,50.0
2010-04-25,50.0
2010-04-26,50.0
2010-04-27,50.0
2010-04-28,50.0
2010-04-29,50.0
2010-04-30,50.0
2010-05-01,50.0
2010-05-02,50.0
2010-05-03,50.0
2010-05-04,54.0
2010-05-05,50.0
2010-05-06,100.0
2010-05-07,100.0
2010-05-08,100.0
2010-05-09,102.0
2010-05-10,100.0
2010-05-11,50.0
2010-05-12,50.0
2010-05-13,100.0
2010-05-14,50.0
2010-05-15,50.0
2010-05-16,52.64
2010-05-17,50.0
2010-05-18,50.0
2010-05-19,100.0
2010-05-20,50.0
2010-05-21,50.0
2010-05-22,50.0
2010-05-23,50.0
2010-05-24,50.0
2010-05-25,50.0
2010-05-26,50.0
2010-05-27,50.0
2010-05-28,50.0
2010-05-29,50.0
2010-05-30,50.0
2010-05-31,50.0
2010-06-01,50.0
2010-06-02,50.0
2010-06-03,50.0
2010-06-04,50.0
2010-06-05,50.0
2010-06-06,50.0
2010-06-07,50.0
2010-06-08,50.0
2010-06-09,50.0
2010-06-10,50.0
2010-06-11,50.0
2010-06-12,50.0
2010-06-13,50.0
2010-06-14,50.0
2010-06-15,50.0
2010-06-16,50.0
2010-06-17,50.0
2010-06-18,50.0
2010-06-19,50.0
2010-06-20,50.0
2010-06-21,50.0
2010-06-22,50.0
2010-06-23,50.0
2010-06-24,50.0
2010-06-25,50.0
2010-06-26,50.0
2010-06-27,50.0
2010-06-28,50.0
2010-06-29,50.0
2010-06-30,50.0
2010-07-01,50.0
2010-07-02,50.0
2010-07-03,50.0
2010-07-04,50.0
2010-07-05,50.0
2010-07-06,50.0
2010-07-07,50.0
2010-07-08,50.0
2010-07-09,50.0
2010-07-10,100.0
2010-07-11,140.0
2010-07-12,730.0
2010-07-13,50.0
2010-07-14,28.8
2010-07-15,3.01
2010-07-16,5.0
2010-07-17,5.0
2010-07-18,5.0
2010-07-19,5.0
2010-07-20,65.22
2010-07-21,50.0
2010-07-22,16.25
2010-07-23,14.45
2010-07-24,7.67
2010-07-25,8.64
2010-07-26,50.0
2010-07-27,5.0
2010-07-28,25.0
2010-07-29,15.0
2010-07-30,13.35
2010-07-31,20.0
2010-08-01,50.0
2010-08-02,50.0
2010-08-03,14.65
2010-08-04,50.0
2010-08-05,50.0
2010-08-06,4.1
2010-08-07,25.0
2010-08-08,2.5
2010-08-09,52.0
2010-08-10,50.0
2010-08-11,50.0
2010-08-12,50.0
2010-08-13,50.0
2010-08-14,50.0
2010-08-15,50.0
2010-08-16,53.54
2010-08-17,50.0
2010-08-18,50.0
2010-08-19,50.0
2010-08-20,50.0
2010-08-21,50.0
2010-08-22,50.0
2010-08-23,50.0
2010-08-24,50.0
2010-08-25,50.0
2010-08-26,4.9
2010-08-27,50.0
2010-08-28,10.0
2010-08-29,5.4
2010-08-30,5.0
2010-08-31,50.0
2010-09-01,10.99
2010-09-02,50.15
2010-09-03,101.15
2010-09-04,99.75
2010-09-05,50.05
2010-09-06,50.0
2010-09-07,50.0
2010-09-08,1.75
2010-09-09,50.0
2010-09-10,5.0
2010-09-11,3.9
2010-09-12,1.25
2010-09-13,12.0
2010-09-14,50.0
2010-09-15,34.89
2010-09-16,50.0
2010-09-17,50.0
2010-09-18,50.0
2010-09-19,81.1
2010-09-20,12.0
2010-09-21,2.48
2010-09-22,0.58
2010-09-23,17.0
2010-09-24,19.3
2010-09-25,0.85
2010-09-26,3.84
2010-09-27,2.29
2010-09-28,39.41
2010-09-29,104.03
2010-09-30,19.96
2010-10-01,11.91776615
2010-10-02,2.0
2010-10-03,85.0
2010-10-04,284.07
2010-10-05,241.57
2010-10-06,49.99
2010-10-07,195.07
2010-10-08,163.57
2010-10-09,137.57
2010-10-10,101.07
2010-10-11,67.57
2010-10-12,43.57
2010-10-13,50.0
2010-10-14,800.0
2010-10-15,607.64
2010-10-16,1179.5
2010-10-17,250.0
2010-10-18,150.0
2010-10-19,40.0
2010-10-20,50.0
2010-10-21,50.0
2010-10-22,10.19
2010-10-23,20.6
2010-10-24,12.5
2010-10-25,758.0
2010-10-26,684.0
2010-10-27,600.0
2010-10-28,530.5
2010-10-29,50.0
2010-10-30,94.54
2010-10-31,50.0
2010-11-01,5.0
2010-11-02,299.12
2010-11-03,50.0
2010-11-04,150.0
2010-11-05,22.6
2010-11-06,50.0
2010-11-07,50.0
2010-11-08,105.78
2010-11-09,50.0
2010-11-10,100.0
2010-11-11,86.55
2010-11-12,111.75
2010-11-13,50.0
2010-11-14,25.0
2010-11-15,26.39
2010-11-16,9.93
2010-11-17,85.0
2010-11-18,292.0
2010-11-19,100.0
2010-11-20,147.9
2010-11-21,56.73
2010-11-22,53.19
2010-11-23,51.81
2010-11-24,0.01
2010-11-25,0.3
2010-11-26,5.0
2010-11-27,8.56
2010-11-28,15.04
2010-11-29,13.13
2010-11-30,10.0
2010-12-01,18.1
2010-12-02,15.45
2010-12-03,11.3
2010-12-04,8.75
2010-12-05,6.6
2010-12-06,3.25
2010-12-07,9.3
2010-12-08,4.75
2010-12-09,30.0
2010-12-10,25.84
2010-12-11,21.89
2010-12-12,11.74
2010-12-13,50.0
2010-12-14,150.0
2010-12-15,250.01
2010-12-16,192.99
2010-12-17,50.0
2010-12-18,100.0
2010-12-19,15.0
2010-12-20,20.83
2010-12-21,50.0
2010-12-22,43.46
2010-12-23,50.0
2010-12-24,47.0
2010-12-25,256.36
2010-12-26,154.86
2010-12-27,50.0
2010-12-28,31.28
2010-12-29,50.0
2010-12-30,50.0
2010-12-31,42.66
2011-01-01,47.31
2011-01-02,49.86
2011-01-03,0.3
2011-01-04,0.67
2011-01-05,0.39
2011-01-06,4.85
2011-01-07,14.21
2011-01-08,3.0
2011-01-09,4.8
2011-01-10,1.13
2011-01-11,5.71
2011-01-12,1.06
2011-01-13,7.4
2011-01-14,1.65
2011-01-15,42.28
2011-01-16,28.59
2011-01-17,43.71
2011-01-18,14.0
2011-01-19,27.02
2011-01-20,17.25
2011-01-21,8.0
2011-01-22,2.33
2011-01-23,31.93
2011-01-24,10.04
2011-01-25,35.7
2011-01-26,37.28
2011-01-27,36.05
2011-01-28,20.26
2011-01-29,16.36
2011-01-30,234.25
2011-01-31,49.67
2011-02-01,46.53
2011-02-02,42.27
2011-02-03,40.22
2011-02-04,43.59
2011-02-05,45.2
2011-02-06,45.14
2011-02-07,45.53
2011-02-08,44.41
2011-02-09,44.35
2011-02-10,48.67
2011-02-11,79.83
2011-02-12,49.49
2011-02-13,40.91
2011-02-14,25.68
2011-02-15,20.93
2011-02-16,16.16
2011-02-17,21.6
2011-02-18,16.65
2011-02-19,45.23
2011-02-20,46.19
2011-02-21,47.56
2011-02-22,47.13
2011-02-23,43.25
2011-02-24,41.5
2011-02-25,45.02
2011-02-26,50.0
2011-02-27,22.37
2011-02-28,20.0
2011-03-01,13.9845
2011-03-02,9.53
2011-03-03,14.7275
2011-03-04,13.14
2011-03-05,39.17
2011-03-06,41.3
2011-03-07,26.36
2011-03-08,22.22
2011-03-09,42.84
2011-03-10,16.65
2011-03-11,16.56
2011-03-12,0.61
2011-03-13,0.79
2011-03-14,0.01
2011-03-15,1.87
2011-03-16,0.01
2011-03-17,0.07
2011-03-18,7.48
2011-03-19,0.62
2011-03-20,9.63
2011-03-21,0.01
2011-03-22,39.91
2011-03-23,22.8
2011-03-24,21.05
2011-03-25,35.54
2011-03-26,16.76
2011-03-27,9.94
2011-03-28,17.7
2011-03-29,8.22
2011-03-30,17.41
2011-03-31,21.36
2011-04-01,20.97
2011-04-02,17.65
2011-04-03,20.2
2011-04-04,36.28
2011-04-05,25.92
2011-04-06,16.75
2011-04-07,17.14
2011-04-08,20.0
2011-04-09,20.0
2011-04-10,12.0
2011-04-11,15.99
2011-04-12,21.21
2011-04-13,15.47
2011-04-14,10.49
2011-04-15,22.24
2011-04-16,27.71
2011-04-17,12.71
2011-04-18,3.6
2011-04-19,25.97
2011-04-20,23.15
2011-04-21,18.33
2011-04-22,15.49
2011-04-23,18.09
2011-04-24,10.05
2011-04-25,17.0
2011-04-26,25.0
2011-04-27,19.61
2011-04-28,12.17
2011-04-29,20.43
2011-04-30,11.95
2011-05-01,10.26
2011-05-02,16.15
2011-05-03,20.99
2011-05-04,27.72
2011-05-05,19.91
2011-05-06,18.86
2011-05-07,15.03679395
2011-05-08,10.04
2011-05-09,13.98
2011-05-10,17.87
2011-05-11,18.33
2011-05-12,10.98
2011-05-13,10.78
2011-05-14,11.3
2011-05-15,15.25
2011-05-16,15.0
2011-05-17,15.56
2011-05-18,11.61
2011-05-19,11.0
2011-05-20,24.07
2011-05-21,31.31532854
2011-05-22,20.02747654
2011-05-23,14.87
2011-05-24,19.69
2011-05-25,17.64
2011-05-26,17.45
2011-05-27,17.03
2011-05-28,17.99
2011-05-29,18.75
2011-05-30,18.89540695
2011-05-31,16.57
2011-06-01,18.01
2011-06-02,15.50585281
2011-06-03,17.83
2011-06-04,18.288
2011-06-05,21.37804844
2011-06-06,18.0
2011-06-07,19.99
2011-06-08,16.7225
2011-06-09,18.29435453
2011-06-10,20.0
2011-06-11,30.55
2011-06-12,22.40026157
2011-06-13,23.54435
2011-06-14,27.16
2011-06-15,22.735
2011-06-16,27.99455257
2011-06-17,19.79229032
2011-06-18,12.49
2011-06-19,19.99
2011-06-20,20.946001
2011-06-21,15.80987807
2011-06-22,19.23842398
2011-06-23,16.01692082
2011-06-24,20.8545
2011-06-25,13.52237095
2011-06-26,13.863
2011-06-27,10.37
2011-06-28,12.722
2011-06-29,15.853
2011-06-30,16.00437791
2011-07-01,9.14
2011-07-02,18.4305
2011-07-03,12.9605
2011-07-04,15.05
2011-07-05,15.7767
2011-07-06,11.91
2011-07-07,12.60113591
2011-07-08,11.8
2011-07-09,14.0
2011-07-10,13.4965
2011-07-11,10.2065
2011-07-12,12.1285
2011-07-13,13.288
2011-07-14,13.2345
2011-07-15,15.89815824
2011-07-16,10.75
2011-07-17,12.67
2011-07-18,17.2959495
2011-07-19,14.87
2011-07-20,13.98556898
2011-07-21,13.85105
2011-07-22,15.072
2011-07-23,15.1655
2011-07-24,14.859
2011-07-25,14.5615
2011-07-26,15.14109679
2011-07-27,20.74407358
2011-07-28,24.47030441
2011-07-29,15.69761717
2011-07-30,19.9995
2011-07-31,15.56736446
2011-08-01,16.74654063
2011-08-02,13.71210614
2011-08-03,20.01316136
2011-08-04,10.78
2011-08-05,14.089
2011-08-06,14.471
2011-08-07,16.92645099
2011-08-08,17.81855775
2011-08-09,14.254
2011-08-10,13.92753837
2011-08-11,13.05349401
2011-08-12,13.4985
2011-08-13,10.01020239
2011-08-14,11.7605
2011-08-15,7.01646784
2011-08-16,6.58
2011-08-17,10.48078311
2011-08-18,12.75013984
2011-08-19,10.83460296
2011-08-20,12.349
2011-08-21,10.24
2011-08-22,14.69174463
2011-08-23,14.01
2011-08-24,13.01
2011-08-25,14.0
2011-08-26,16.54
2011-08-27,17.63588871
2011-08-28,15.43421473
2011-08-29,10.01
2011-08-30,13.00735453
2011-08-31,18.08675868
2011-09-01,17.63098464
2011-09-02,16.74263497
2011-09-03,18.71466589
2011-09-04,10.99
2011-09-05,18.62424405
2011-09-06,24.9595
2011-09-07,15.01033015
2011-09-08,15.54416706
2011-09-09,19.82243128
2011-09-10,17.22784416
2011-09-11,14.994
2011-09-12,15.98
2011-09-13,17.97
2011-09-14,21.23323398
2011-09-15,20.01
2011-09-16,20.01035214
2011-09-17,21.3583974
2011-09-18,19.946
2011-09-19,12.8492752
2011-09-20,6.7331141
2011-09-21,10.0
2011-09-22,15.0
2011-09-23,21.8925
2011-09-24,20.8425382
2011-09-25,14.72010845
2011-09-26,15.87776072
2011-09-27,20.0
2011-09-28,14.9995
2011-09-29,20.52030562
2011-09-30,19.52445127
2011-10-01,18.68665494
2011-10-02,20.32015152
2011-10-03,14.4987
2011-10-04,21.88046041
2011-10-05,22.42296025
2011-10-06,20.114
2011-10-07,24.20200803
2011-10-08,20.86180738
2011-10-09,20.69
2011-10-10,16.44209259
2011-10-11,14.01368596
2011-10-12,17.8385
2011-10-13,15.33645675
2011-10-14,20.17985359
2011-10-15,19.27
2011-10-16,20.3091
2011-10-17,19.63548868
2011-10-18,19.8162
2011-10-19,17.0142385
2011-10-20,19.0775
2011-10-21,20.04180588
2011-10-22,21.46851
2011-10-23,19.05519352
2011-10-24,21.63149108
2011-10-25,19.35272363
2011-10-26,16.88461193
