Date,indicators/sol_3m_6m
2009-09-30,0.0
2009-10-01,0.0
2009-10-02,0.0
2009-10-03,0.0
2009-10-04,0.0
2009-10-05,0.0
2009-10-06,0.0
2009-10-07,0.0
2009-10-08,0.0
2009-10-09,0.0
2009-10-10,0.0
2009-10-11,0.0
2009-10-12,25.0
2009-10-13,0.0
2009-10-14,0.0
2009-10-15,0.0
2009-10-16,0.0
2009-10-17,0.0
2009-10-18,0.0
2009-10-19,0.0
2009-10-20,0.0
2009-10-21,0.0
2009-10-22,0.0
2009-10-23,0.0
2009-10-24,0.0
2009-10-25,0.0
2009-10-26,0.0
2009-10-27,0.0
2009-10-28,0.0
2009-10-29,0.0
2009-10-30,0.0
2009-10-31,0.0
2009-11-01,0.0
2009-11-02,0.0
2009-11-03,0.0
2009-11-04,0.0
2009-11-05,0.0
2009-11-06,0.0
2009-11-07,0.0
2009-11-08,0.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-11,0.0
2009-11-12,0.0
2009-11-13,0.0
2009-11-14,0.0
2009-11-15,0.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,0.0
2009-11-20,0.0
2009-11-21,0.0
2009-11-22,0.0
2009-11-23,0.0
2009-11-24,0.0
2009-11-25,0.0
2009-11-26,0.0
2009-11-27,0.0
2009-11-28,0.0
2009-11-29,0.0
2009-11-30,0.0
2009-12-01,60.0
2009-12-02,0.0
2009-12-03,0.0
2009-12-04,0.0
2009-12-05,0.0
2009-12-06,0.0
2009-12-07,0.0
2009-12-08,0.0
2009-12-09,0.0
2009-12-10,0.0
2009-12-11,0.0
2009-12-12,0.0
2009-12-13,0.0
2009-12-14,0.0
2009-12-15,0.0
2009-12-16,0.0
2009-12-17,2.0
2009-12-18,0.0
2009-12-19,0.0
2009-12-20,0.0
2009-12-21,0.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-25,0.0
2009-12-26,0.0
2009-12-27,0.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,0.0
2010-01-01,0.0
2010-01-02,0.0
2010-01-03,0.0
2010-01-04,0.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,0.0
2010-01-08,0.0
2010-01-09,0.0
2010-01-10,0.0
2010-01-11,0.0
2010-01-12,0.0
2010-01-13,0.0
2010-01-14,0.0
2010-01-15,0.0
2010-01-16,0.0
2010-01-17,0.0
2010-01-18,0.0
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,0.0
2010-01-22,0.0
2010-01-23,0.0
2010-01-24,0.0
2010-01-25,0.0
2010-01-26,0.0
2010-01-27,0.0
2010-01-28,0.0
2010-01-29,0.0
2010-01-30,0.0
2010-01-31,0.0
2010-02-01,0.0
2010-02-02,0.0
2010-02-03,0.0
2010-02-04,0.0
2010-02-05,0.0
2010-02-06,0.0
2010-02-07,0.0
2010-02-08,0.0
2010-02-09,120.0
2010-02-10,0.0
2010-02-11,0.0
2010-02-12,0.0
2010-02-13,0.0
2010-02-14,0.0
2010-02-15,0.0
2010-02-16,0.0
2010-02-17,0.0
2010-02-18,0.0
2010-02-19,0.0
2010-02-20,0.0
2010-02-21,0.0
2010-02-22,0.0
2010-02-23,0.0
2010-02-24,0.0
2010-02-25,0.0
2010-02-26,0.0
2010-02-27,0.0
2010-02-28,0.0
2010-03-01,0.0
2010-03-02,0.0
2010-03-03,0.0
2010-03-04,0.0
2010-03-05,0.0
2010-03-06,0.0
2010-03-07,0.0
2010-03-08,0.0
2010-03-09,0.0
2010-03-10,0.0
2010-03-11,0.0
2010-03-12,0.0
2010-03-13,0.0
2010-03-14,0.0
2010-03-15,0.0
2010-03-16,9.0
2010-03-17,0.0
2010-03-18,0.0
2010-03-19,0.0
2010-03-20,0.0
2010-03-21,0.0
2010-03-22,0.0
2010-03-23,5.0
2010-03-24,0.0
2010-03-25,1.0
2010-03-26,0.0
2010-03-27,0.0
2010-03-28,2.0
2010-03-29,0.0
2010-03-30,0.0
2010-03-31,0.0
2010-04-01,0.0
2010-04-02,0.0
2010-04-03,0.0
2010-04-04,1.0
2010-04-05,23.0
2010-04-06,12.0
2010-04-07,30.0
2010-04-08,2.0
2010-04-09,0.0
2010-04-10,21.0
2010-04-11,25.0
2010-04-12,0.0
2010-04-13,0.0
2010-04-14,0.0
2010-04-15,80.0
2010-04-16,36.0
2010-04-17,0.0
2010-04-18,1.0
2010-04-19,0.0
2010-04-20,11.0
2010-04-21,0.0
2010-04-22,0.0
2010-04-23,0.0
2010-04-24,2.0
2010-04-25,6.0
2010-04-26,0.0
2010-04-27,2.0
2010-04-28,0.0
2010-04-29,0.0
2010-04-30,0.0
2010-05-01,0.0
2010-05-02,0.0
2010-05-03,0.0
2010-05-04,0.0
2010-05-05,0.0
2010-05-06,0.0
2010-05-07,0.0
2010-05-08,0.0
2010-05-09,4.0
2010-05-10,0.0
2010-05-11,0.0
2010-05-12,10.0
2010-05-13,0.0
2010-05-14,1.0
2010-05-15,0.0
2010-05-16,0.0
2010-05-17,1.0
2010-05-18,0.0
2010-05-19,2.0
2010-05-20,0.0
2010-05-21,0.0
2010-05-22,0.0
2010-05-23,0.0
2010-05-24,0.0
2010-05-25,0.0
2010-05-26,0.0
2010-05-27,0.0
2010-05-28,1.0
2010-05-29,17.0
2010-05-30,0.0
2010-05-31,0.0
2010-06-01,0.0
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,0.0
2010-06-05,0.0
2010-06-06,0.0
2010-06-07,30.0
2010-06-08,0.0
2010-06-09,0.0
2010-06-10,0.0
2010-06-11,16.0
2010-06-12,0.0
2010-06-13,0.0
2010-06-14,12.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-17,0.0
2010-06-18,0.0
2010-06-19,16.0
2010-06-20,0.0
2010-06-21,0.0
2010-06-22,0.0
2010-06-23,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-26,0.0
2010-06-27,0.0
2010-06-28,0.0
2010-06-29,0.0
2010-06-30,0.0
2010-07-01,0.0
2010-07-02,0.0
2010-07-03,0.0
2010-07-04,1.0
2010-07-05,0.0
2010-07-06,0.0
2010-07-07,0.0
2010-07-08,0.0
2010-07-09,0.0
2010-07-10,1.0
2010-07-11,4.0
2010-07-12,7.0
2010-07-13,0.0
2010-07-14,18.0
2010-07-15,116.0
2010-07-16,12.0
2010-07-17,39.0
2010-07-18,88.0
2010-07-19,15.0
2010-07-20,3.0
2010-07-21,14.0
2010-07-22,0.0
2010-07-23,1.0
2010-07-24,70.0
2010-07-25,4.0
2010-07-26,240.0
2010-07-27,20.0
2010-07-28,4.0
2010-07-29,0.0
2010-07-30,0.0
2010-07-31,8.0
2010-08-01,6.0
2010-08-02,0.0
2010-08-03,49.0
2010-08-04,8.0
2010-08-05,1.0
2010-08-06,12.0
2010-08-07,9.0
2010-08-08,6.0
2010-08-09,12.0
2010-08-10,13.0
2010-08-11,3.0
2010-08-12,0.0
2010-08-13,0.0
2010-08-14,3.0
2010-08-15,0.0
2010-08-16,1.0
2010-08-17,0.0
2010-08-18,40.0
2010-08-19,0.0
2010-08-20,0.0
2010-08-21,4.0
2010-08-22,56.0
2010-08-23,0.0
2010-08-24,0.0
2010-08-25,0.0
2010-08-26,0.0
2010-08-27,9.0
2010-08-28,0.0
2010-08-29,0.0
2010-08-30,0.0
2010-08-31,12.0
2010-09-01,3.0
2010-09-02,0.0
2010-09-03,6.0
2010-09-04,1.0
2010-09-05,25.0
2010-09-06,1.0
2010-09-07,3.0
2010-09-08,2.0
2010-09-09,0.0
2010-09-10,0.0
2010-09-11,1.0
2010-09-12,35.0
2010-09-13,0.0
2010-09-14,0.0
2010-09-15,16.0
2010-09-16,16.0
2010-09-17,15.0
2010-09-18,2.0
2010-09-19,2.0
2010-09-20,3.0
2010-09-21,4.0
2010-09-22,15.0
2010-09-23,30.0
2010-09-24,0.0
2010-09-25,0.0
2010-09-26,0.0
2010-09-27,87.0
2010-09-28,20.0
2010-09-29,3.0
2010-09-30,0.0
2010-10-01,0.0
2010-10-02,5.0
2010-10-03,0.0
2010-10-04,1.0
2010-10-05,7.0
2010-10-06,0.0
2010-10-07,0.0
2010-10-08,6.0
2010-10-09,42.0
2010-10-10,4.0
2010-10-11,3.0
2010-10-12,0.0
2010-10-13,3.0
2010-10-14,4.0
2010-10-15,25.0
2010-10-16,2.0
2010-10-17,16.0
2010-10-18,0.0
2010-10-19,1.0
2010-10-20,0.0
2010-10-21,0.0
2010-10-22,6.0
2010-10-23,4.0
2010-10-24,3.0
2010-10-25,7.0
2010-10-26,2.0
2010-10-27,2.0
2010-10-28,3.0
2010-10-29,12.0
2010-10-30,17.0
2010-10-31,4.0
2010-11-01,10.0
2010-11-02,0.0
2010-11-03,3.0
2010-11-04,9.0
2010-11-05,57.0
2010-11-06,4.0
2010-11-07,3.0
2010-11-08,72.0
2010-11-09,1.0
2010-11-10,1.0
2010-11-11,1.0
2010-11-12,1.0
2010-11-13,7.0
2010-11-14,17.0
2010-11-15,7.0
2010-11-16,43.0
2010-11-17,0.0
2010-11-18,9.0
2010-11-19,8.0
2010-11-20,3.0
2010-11-21,9.0
2010-11-22,16.0
2010-11-23,4.0
2010-11-24,29.0
2010-11-25,24.0
2010-11-26,8.0
2010-11-27,10.0
2010-11-28,2.0
2010-11-29,9.0
2010-11-30,1.0
2010-12-01,6.0
2010-12-02,6.0
2010-12-03,0.0
2010-12-04,7.0
2010-12-05,5.0
2010-12-06,4.0
2010-12-07,12.0
2010-12-08,8.0
2010-12-09,29.0
2010-12-10,10.0
2010-12-11,2.0
2010-12-12,3.0
2010-12-13,27.0
2010-12-14,4.0
2010-12-15,1.0
2010-12-16,5.0
2010-12-17,6.0
2010-12-18,10.0
2010-12-19,0.0
2010-12-20,20.0
2010-12-21,3.0
2010-12-22,15.0
2010-12-23,51.0
2010-12-24,8.0
2010-12-25,2.0
2010-12-26,5.0
2010-12-27,7.0
2010-12-28,9.0
2010-12-29,6.0
2010-12-30,19.0
2010-12-31,5.0
2011-01-01,21.0
2011-01-02,39.0
2011-01-03,26.0
2011-01-04,11.0
2011-01-05,18.0
2011-01-06,1.0
2011-01-07,1.0
2011-01-08,6.0
2011-01-09,13.0
2011-01-10,12.0
2011-01-11,4.0
2011-01-12,4.0
2011-01-13,10.0
2011-01-14,16.0
2011-01-15,2.0
2011-01-16,21.0
2011-01-17,2.0
2011-01-18,3.0
2011-01-19,19.0
2011-01-20,3.0
2011-01-21,32.0
2011-01-22,6.0
2011-01-23,41.0
2011-01-24,12.0
2011-01-25,4.0
2011-01-26,8.0
2011-01-27,41.0
2011-01-28,17.0
2011-01-29,18.0
2011-01-30,3.0
2011-01-31,7.0
2011-02-01,4.0
2011-02-02,18.0
2011-02-03,10.0
2011-02-04,45.0
2011-02-05,11.0
2011-02-06,8.0
2011-02-07,17.0
2011-02-08,13.0
2011-02-09,10.0
2011-02-10,15.0
2011-02-11,18.0
2011-02-12,10.0
2011-02-13,16.0
2011-02-14,30.0
2011-02-15,12.0
2011-02-16,11.0
2011-02-17,35.0
2011-02-18,17.0
2011-02-19,11.0
2011-02-20,4.0
2011-02-21,5.0
2011-02-22,7.0
2011-02-23,0.0
2011-02-24,3.0
2011-02-25,3.0
2011-02-26,4.0
2011-02-27,6.0
2011-02-28,4.0
2011-03-01,46.0
2011-03-02,3.0
2011-03-03,2.0
2011-03-04,12.0
2011-03-05,0.0
2011-03-06,11.0
2011-03-07,7.0
2011-03-08,6.0
2011-03-09,22.0
2011-03-10,5.0
2011-03-11,25.0
2011-03-12,7.0
2011-03-13,2.0
2011-03-14,3.0
2011-03-15,4.0
2011-03-16,22.0
2011-03-17,2.0
2011-03-18,2.0
2011-03-19,6.0
2011-03-20,17.0
2011-03-21,3.0
2011-03-22,3.0
2011-03-23,19.0
2011-03-24,22.0
2011-03-25,12.0
2011-03-26,12.0
2011-03-27,10.0
2011-03-28,48.0
2011-03-29,77.0
2011-03-30,14.0
2011-03-31,2.0
2011-04-01,11.0
2011-04-02,5.0
2011-04-03,11.0
2011-04-04,10.0
2011-04-05,7.0
2011-04-06,9.0
2011-04-07,13.0
2011-04-08,6.0
2011-04-09,5.0
2011-04-10,8.0
2011-04-11,23.0
2011-04-12,47.0
2011-04-13,23.0
2011-04-14,18.0
2011-04-15,18.0
2011-04-16,18.0
2011-04-17,15.0
2011-04-18,27.0
2011-04-19,35.0
2011-04-20,20.0
2011-04-21,14.0
2011-04-22,6.0
2011-04-23,33.0
2011-04-24,39.0
2011-04-25,70.0
2011-04-26,45.0
2011-04-27,55.0
2011-04-28,35.0
2011-04-29,41.0
2011-04-30,107.0
2011-05-01,83.0
2011-05-02,15.0
2011-05-03,45.0
2011-05-04,38.0
2011-05-05,66.0
2011-05-06,65.0
2011-05-07,9.0
2011-05-08,8.0
2011-05-09,105.0
2011-05-10,67.0
2011-05-11,48.0
2011-05-12,36.0
2011-05-13,82.0
2011-05-14,72.0
2011-05-15,48.0
2011-05-16,124.0
2011-05-17,208.0
2011-05-18,60.0
2011-05-19,52.0
2011-05-20,83.0
2011-05-21,35.0
2011-05-22,79.0
2011-05-23,98.0
2011-05-24,38.0
2011-05-25,133.0
2011-05-26,106.0
2011-05-27,76.0
2011-05-28,48.0
2011-05-29,86.0
2011-05-30,120.0
2011-05-31,105.0
2011-06-01,85.0
2011-06-02,207.0
2011-06-03,1390.0
2011-06-04,131.0
2011-06-05,94.0
2011-06-06,644.0
2011-06-07,92.0
2011-06-08,254.0
2011-06-09,234.0
2011-06-10,218.0
2011-06-11,155.0
2011-06-12,218.0
2011-06-13,187.0
2011-06-14,113.0
2011-06-15,548.0
2011-06-16,434.0
2011-06-17,125.0
2011-06-18,58.0
2011-06-19,109.0
2011-06-20,60.0
2011-06-21,75.0
2011-06-22,59.0
2011-06-23,122.0
2011-06-24,37.0
2011-06-25,55.0
2011-06-26,38.0
2011-06-27,81.0
2011-06-28,78.0
2011-06-29,41.0
2011-06-30,164.0
2011-07-01,48.0
2011-07-02,48.0
2011-07-03,19.0
2011-07-04,32.0
2011-07-05,102.0
2011-07-06,32.0
2011-07-07,52.0
2011-07-08,27.0
2011-07-09,40.0
2011-07-10,25.0
2011-07-11,29.0
2011-07-12,42.0
2011-07-13,93.0
2011-07-14,145.0
2011-07-15,45.0
2011-07-16,18.0
2011-07-17,113.0
2011-07-18,45.0
2011-07-19,104.0
2011-07-20,45.0
2011-07-21,27.0
2011-07-22,52.0
2011-07-23,31.0
2011-07-24,22.0
2011-07-25,63.0
2011-07-26,43.0
2011-07-27,43.0
2011-07-28,107.0
2011-07-29,22.0
2011-07-30,32.0
2011-07-31,26.0
2011-08-01,37.0
2011-08-02,59.0
2011-08-03,78.0
2011-08-04,60.0
2011-08-05,94.0
2011-08-06,52.0
2011-08-07,79.0
2011-08-08,41.0
2011-08-09,53.0
2011-08-10,36.0
2011-08-11,35.0
2011-08-12,63.0
2011-08-13,78.0
2011-08-14,50.0
2011-08-15,173.0
2011-08-16,34.0
2011-08-17,76.0
2011-08-18,38.0
2011-08-19,99.0
2011-08-20,33.0
2011-08-21,68.0
2011-08-22,38.0
2011-08-23,112.0
2011-08-24,43.0
2011-08-25,189.0
2011-08-26,194.0
2011-08-27,21.0
2011-08-28,78.0
2011-08-29,87.0
2011-08-30,96.0
2011-08-31,109.0
2011-09-01,100.0
2011-09-02,112.0
2011-09-03,32.0
2011-09-04,52.0
2011-09-05,211.0
2011-09-06,140.0
2011-09-07,354.0
2011-09-08,144.0
2011-09-09,488.0
2011-09-10,108.0
2011-09-11,157.0
2011-09-12,206.0
2011-09-13,145.0
2011-09-14,108.0
2011-09-15,172.0
2011-09-16,533.0
2011-09-17,132.0
2011-09-18,104.0
2011-09-19,252.0
2011-09-20,297.0
2011-09-21,149.0
2011-09-22,85.0
2011-09-23,87.0
2011-09-24,114.0
2011-09-25,75.0
2011-09-26,124.0
2011-09-27,165.0
2011-09-28,290.0
2011-09-29,60.0
2011-09-30,145.0
2011-10-01,488.0
2011-10-02,187.0
2011-10-03,211.0
2011-10-04,382.0
2011-10-05,187.0
2011-10-06,125.0
2011-10-07,177.0
2011-10-08,329.0
2011-10-09,236.0
2011-10-10,147.0
2011-10-11,685.0
2011-10-12,343.0
2011-10-13,272.0
2011-10-14,347.0
2011-10-15,478.0
2011-10-16,273.0
2011-10-17,447.0
2011-10-18,295.0
2011-10-19,349.0
2011-10-20,119.0
2011-10-21,85.0
2011-10-22,127.0
2011-10-23,309.0
2011-10-24,168.0
2011-10-25,196.0
2011-10-26,197.0
2011-10-27,168.0
2011-10-28,173.0
2011-10-29,325.0
2011-10-30,199.0
2011-10-31,161.0
2011-11-01,309.0
2011-11-02,219.0
2011-11-03,154.0
2011-11-04,426.0
2011-11-05,314.0
2011-11-06,259.0
2011-11-07,350.0
2011-11-08,357.0
2011-11-09,279.0
2011-11-10,392.0
2011-11-11,448.0
2011-11-12,238.0
2011-11-13,329.0
2011-11-14,384.0
2011-11-15,246.0
2011-11-16,347.0
2011-11-17,315.0
2011-11-18,213.0
2011-11-19,199.0
2011-11-20,195.0
2011-11-21,280.0
2011-11-22,298.0
2011-11-23,257.0
2011-11-24,370.0
2011-11-25,466.0
2011-11-26,274.0
2011-11-27,287.0
2011-11-28,406.0
2011-11-29,405.0
2011-11-30,592.0
2011-12-01,575.0
2011-12-02,571.0
2011-12-03,453.0
2011-12-04,290.0
2011-12-05,365.0
2011-12-06,475.0
2011-12-07,582.0
2011-12-08,374.0
2011-12-09,302.0
2011-12-10,438.0
2011-12-11,965.0
2011-12-12,745.0
2011-12-13,615.0
2011-12-14,330.0
2011-12-15,182.0
2011-12-16,372.0
2011-12-17,302.0
2011-12-18,355.0
2011-12-19,669.0
2011-12-20,907.0
2011-12-21,464.0
2011-12-22,930.0
2011-12-23,253.0
2011-12-24,462.0
2011-12-25,283.0
2011-12-26,603.0
2011-12-27,240.0
2011-12-28,362.0
2011-12-29,437.0
2011-12-30,212.0
2011-12-31,938.0
2012-01-01,633.0
2012-01-02,937.0
2012-01-03,746.0
2012-01-04,1100.0
2012-01-05,1594.0
2012-01-06,1720.0
2012-01-07,2701.0
2012-01-08,1545.0
2012-01-09,1536.0
2012-01-10,4662.0
2012-01-11,3068.0
2012-01-12,955.0
2012-01-13,702.0
2012-01-14,466.0
2012-01-15,497.0
2012-01-16,1123.0
2012-01-17,571.0
2012-01-18,765.0
2012-01-19,803.0
2012-01-20,465.0
2012-01-21,816.0
2012-01-22,352.0
2012-01-23,267.0
2012-01-24,898.0
2012-01-25,605.0
2012-01-26,354.0
2012-01-27,650.0
2012-01-28,353.0
2012-01-29,239.0
2012-01-30,354.0
2012-01-31,525.0
2012-02-01,288.0
2012-02-02,365.0
2012-02-03,590.0
2012-02-04,369.0
2012-02-05,153.0
2012-02-06,301.0
2012-02-07,204.0
2012-02-08,331.0
2012-02-09,663.0
2012-02-10,440.0
2012-02-11,511.0
2012-02-12,247.0
2012-02-13,167.0
2012-02-14,367.0
2012-02-15,283.0
2012-02-16,857.0
2012-02-17,414.0
2012-02-18,410.0
2012-02-19,377.0
2012-02-20,241.0
2012-02-21,407.0
2012-02-22,266.0
2012-02-23,367.0
2012-02-24,469.0
2012-02-25,208.0
2012-02-26,381.0
2012-02-27,313.0
2012-02-28,225.0
2012-02-29,229.0
2012-03-01,810.0
2012-03-02,526.0
2012-03-03,129.0
2012-03-04,230.0
2012-03-05,891.0
2012-03-06,537.0
2012-03-07,233.0
2012-03-08,233.0
2012-03-09,131.0
2012-03-10,1043.0
2012-03-11,258.0
2012-03-12,330.0
2012-03-13,917.0
2012-03-14,500.0
2012-03-15,348.0
2012-03-16,322.0
2012-03-17,486.0
2012-03-18,194.0
2012-03-19,231.0
2012-03-20,299.0
2012-03-21,387.0
2012-03-22,484.0
2012-03-23,168.0
2012-03-24,177.0
2012-03-25,376.0
2012-03-26,118.0
2012-03-27,344.0
2012-03-28,310.0
2012-03-29,138.0
2012-03-30,255.0
2012-03-31,317.0
2012-04-01,215.0
2012-04-02,305.0
2012-04-03,288.0
2012-04-04,257.0
2012-04-05,262.0
2012-04-06,484.0
2012-04-07,175.0
2012-04-08,208.0
2012-04-09,137.0
2012-04-10,184.0
2012-04-11,147.0
2012-04-12,264.0
2012-04-13,325.0
2012-04-14,305.0
2012-04-15,232.0
2012-04-16,425.0
2012-04-17,359.0
2012-04-18,445.0
2012-04-19,329.0
2012-04-20,732.0
2012-04-21,441.0
2012-04-22,313.0
2012-04-23,516.0
2012-04-24,317.0
2012-04-25,363.0
2012-04-26,234.0
2012-04-27,253.0
2012-04-28,291.0
2012-04-29,204.0
2012-04-30,306.0
2012-05-01,341.0
2012-05-02,335.0
2012-05-03,446.0
2012-05-04,350.0
2012-05-05,203.0
2012-05-06,422.0
2012-05-07,600.0
2012-05-08,292.0
2012-05-09,618.0
2012-05-10,511.0
2012-05-11,467.0
2012-05-12,225.0
2012-05-13,327.0
2012-05-14,337.0
2012-05-15,565.0
2012-05-16,500.0
2012-05-17,679.0
2012-05-18,460.0
2012-05-19,467.0
2012-05-20,368.0
2012-05-21,314.0
2012-05-22,375.0
2012-05-23,394.0
2012-05-24,465.0
2012-05-25,413.0
2012-05-26,432.0
2012-05-27,395.0
2012-05-28,698.0
2012-05-29,570.0
2012-05-30,830.0
2012-05-31,692.0
2012-06-01,830.0
2012-06-02,499.0
2012-06-03,680.0
2012-06-04,915.0
2012-06-05,519.0
2012-06-06,713.0
2012-06-07,477.0
2012-06-08,672.0
2012-06-09,470.0
2012-06-10,464.0
2012-06-11,570.0
2012-06-12,425.0
2012-06-13,630.0
2012-06-14,353.0
2012-06-15,631.0
2012-06-16,958.0
2012-06-17,518.0
2012-06-18,771.0
2012-06-19,726.0
2012-06-20,480.0
2012-06-21,385.0
2012-06-22,426.0
2012-06-23,353.0
